"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.42","46.36","NORTH BAY A","6085680","2020-01-01","2020","01","01","","-2.0","","-5.4","","-3.7","","21.7","","0.0","","","","","","0.2","","","","23","","41",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-02","2020","01","02","","1.8","","-4.0","","-1.1","","19.1","","0.0","","","","","","0.0","","","","20","","35",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-03","2020","01","03","","1.8","","-2.1","","-0.2","","18.2","","0.0","","","","","","0.0","","","","24","","33",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-04","2020","01","04","","-1.9","","-9.7","","-5.8","","23.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.42","46.36","NORTH BAY A","6085680","2020-01-05","2020","01","05","","-7.4","","-13.4","","-10.4","","28.4","","0.0","","","","","","0.2","","","","","M","","M"
"-79.42","46.36","NORTH BAY A","6085680","2020-01-06","2020","01","06","","-3.1","","-8.6","","-5.9","","23.9","","0.0","","","","","","1.3","","","","27","","45",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-07","2020","01","07","","-0.5","","-13.4","","-7.0","","25.0","","0.0","","","","","","1.0","","","","19","","35",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-08","2020","01","08","","-4.8","","-26.7","","-15.8","","33.8","","0.0","","","","","","0.0","","","","30","","42",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-09","2020","01","09","","-2.9","","-27.9","","-15.4","","33.4","","0.0","","","","","","0.0","","","","18","","50",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-10","2020","01","10","","3.2","","-2.9","","0.2","","17.8","","0.0","","","","","","0.5","","","","21","","37",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-11","2020","01","11","","0.0","","-16.1","","-8.1","","26.1","","0.0","","","","","","6.2","","","","3","","54",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-12","2020","01","12","","-14.4","","-21.2","","-17.8","","35.8","","0.0","","","","","","","M","","","3","","58",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-13","2020","01","13","","-9.8","","-20.4","","-15.1","","33.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.42","46.36","NORTH BAY A","6085680","2020-01-14","2020","01","14","","-3.4","","-20.0","","-11.7","","29.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.42","46.36","NORTH BAY A","6085680","2020-01-15","2020","01","15","","-2.3","","-4.0","","-3.2","","21.2","","0.0","","","","","","0.7","","","","27","","32",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-16","2020","01","16","","-3.9","","-23.9","","-13.9","","31.9","","0.0","","","","","","0.2","","","","33","","41",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-17","2020","01","17","","-17.2","","-30.0","","-23.6","","41.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.42","46.36","NORTH BAY A","6085680","2020-01-18","2020","01","18","","-13.4","","-17.9","","-15.7","","33.7","","0.0","","","","","","2.2","","","","9","","61",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-19","2020","01","19","","-10.5","","-21.1","","-15.8","","33.8","","0.0","","","","","","0.0","","","","35","","42",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-20","2020","01","20","","-13.4","","-25.8","","-19.6","","37.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.42","46.36","NORTH BAY A","6085680","2020-01-21","2020","01","21","","-3.2","","-21.5","","-12.4","","30.4","","0.0","","","","","","0.0","","","","24","","46",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-22","2020","01","22","","-1.7","","-3.9","","-2.8","","20.8","","0.0","","","","","","0.0","","","","21","","50",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-23","2020","01","23","","-0.4","","-2.9","","-1.7","","19.7","","0.0","","","","","","0.0","","","","20","","33",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-24","2020","01","24","","2.4","","-2.0","","0.2","","17.8","","0.0","","","","","","0.7","","","","10","","48",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-25","2020","01","25","","0.2","","-1.3","","-0.6","","18.6","","0.0","","","","","","4.4","","","","9","","45",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-26","2020","01","26","","-0.1","","-2.3","","-1.2","","19.2","","0.0","","","","","","1.0","","","","34","","37",""
"-79.42","46.36","NORTH BAY A","6085680","2020-01-27","2020","01","27","","-2.3","","-5.8","","-4.1","","22.1","","0.0","","","","","","0.0","","","","35","","35",""
