date,reservoir_id,level_m,flow_cms,agency,source_snapshot
2021-12-01,quinze,262.45,,MELCC,20211205202755
2021-12-01,rapide_7,309.04,,HQ,20211205202755
2021-12-01,timiskaming,178.77,,WSC,20211205202755
2021-12-01,timiskaming_haileybury,178.71,,WSC,20211205202755
2021-12-02,baskatong,219.86,,HQ,20211205202755
2021-12-02,cabonga,359.53,,HQ,20211205202755
2021-12-02,des_joachims,151.86,,OPG,20211205202755
2021-12-02,dozois,342.91,,HQ,20211205202755
2021-12-02,kiamika,268.64,,MELCC,20211205202755
2021-12-02,kipawa,269.38,,MELCC,20211205202755
2021-12-02,mitchinamecus,380.86,,MELCC,20211205202755
2021-12-02,poisson_blanc,200.29,,MELCC,20211205202755
2021-12-02,quinze,262.45,,MELCC,20211205202755
2021-12-02,rapide_7,309.04,,HQ,20211205202755
2021-12-02,timiskaming,178.78,,WSC,20211205202755
2021-12-02,timiskaming_haileybury,178.7,,WSC,20211205202755
2021-12-03,baskatong,219.84,,HQ,20211205202755
2021-12-03,cabonga,359.53,,HQ,20211205202755
2021-12-03,des_joachims,151.96,,OPG,20211205202755
2021-12-03,dozois,342.88,,HQ,20211205202755
2021-12-03,kiamika,268.64,,MELCC,20211205202755
2021-12-03,kipawa,269.37,,MELCC,20211205202755
2021-12-03,mitchinamecus,380.87,,MELCC,20211205202755
2021-12-03,poisson_blanc,200.24,,MELCC,20211205202755
2021-12-03,quinze,262.46,,MELCC,20211205202755
2021-12-03,rapide_7,309.03,,HQ,20211205202755
2021-12-03,timiskaming,178.78,,WSC,20211205202755
2021-12-03,timiskaming_haileybury,178.7,,WSC,20211205202755
2021-12-04,baskatong,219.82,,HQ,20211205202755
2021-12-04,cabonga,359.5,,HQ,20211205202755
2021-12-04,des_joachims,151.97,,OPG,20211205202755
2021-12-04,dozois,342.86,,HQ,20211205202755
2021-12-04,kiamika,268.64,,MELCC,20211205202755
2021-12-04,kipawa,269.38,,MELCC,20211205202755
2021-12-04,mitchinamecus,380.87,,MELCC,20211205202755
2021-12-04,poisson_blanc,200.19,,MELCC,20211205202755
2021-12-04,quinze,262.47,,MELCC,20211205202755
2021-12-04,rapide_7,309.03,,HQ,20211205202755
2021-12-04,timiskaming,178.78,,WSC,20211205202755
2021-12-04,timiskaming_haileybury,178.71,,WSC,20211205202755
2021-12-05,baskatong,219.79,,HQ,20211205202755
2021-12-05,cabonga,359.49,,HQ,20211205202755
2021-12-05,des_joachims,151.96,,OPG,20211205202755
2021-12-05,dozois,342.84,,HQ,20211205202755
2021-12-05,kiamika,268.64,,MELCC,20211205202755
2021-12-05,kipawa,269.37,,MELCC,20211205202755
2021-12-05,mitchinamecus,380.88,,MELCC,20211205202755
2021-12-05,poisson_blanc,200.15,,MELCC,20211205202755
2021-12-05,quinze,262.48,,MELCC,20211205202755
2021-12-05,rapide_7,309.04,,HQ,20211205202755
2021-12-05,timiskaming,178.78,,WSC,20211205202755
2021-12-05,timiskaming_haileybury,178.7,,WSC,20211205202755
2022-01-14,bark_lake,310.21,,OPG,20220121092816
2022-01-14,baskatong,217.98,,HQ,20220121092816
2022-01-14,cabonga,359.09,,HQ,20220121092816
2022-01-14,des_joachims,152.03,,OPG,20220121092816
2022-01-14,dozois,341.6,,HQ,20220121092816
2022-01-14,kiamika,268.18,,MELCC,20220121092816
2022-01-14,kipawa,268.96,,MELCC,20220121092816
2022-01-14,lady_evelyn,287.98,,OPG,20220121092816
2022-01-14,mitchinamecus,380.15,,MELCC,20220121092816
2022-01-14,poisson_blanc,200.38,,MELCC,20220121092816
2022-01-14,quinze,262.3,,MELCC,20220121092816
2022-01-14,rapide_7,308.84,,HQ,20220121092816
2022-01-14,timiskaming,178.68,,WSC,20220121092816
2022-01-14,timiskaming_haileybury,178.67,,WSC,20220121092816
2022-01-15,bark_lake,310.0,,OPG,20220121092816
2022-01-15,baskatong,217.87,,HQ,20220121092816
2022-01-15,cabonga,359.07,,HQ,20220121092816
2022-01-15,des_joachims,152.01,,OPG,20220121092816
2022-01-15,dozois,341.55,,HQ,20220121092816
2022-01-15,kiamika,268.15,,MELCC,20220121092816
2022-01-15,kipawa,268.94,,MELCC,20220121092816
2022-01-15,lady_evelyn,287.93,,OPG,20220121092816
2022-01-15,mitchinamecus,380.1,,MELCC,20220121092816
2022-01-15,poisson_blanc,200.29,,MELCC,20220121092816
2022-01-15,quinze,262.26,,MELCC,20220121092816
2022-01-15,rapide_7,308.83,,HQ,20220121092816
2022-01-15,timiskaming,178.63,,WSC,20220121092816
2022-01-15,timiskaming_haileybury,178.65,,WSC,20220121092816
2022-01-16,bark_lake,309.8,,OPG,20220121092816
2022-01-16,baskatong,217.77,,HQ,20220121092816
2022-01-16,cabonga,359.06,,HQ,20220121092816
2022-01-16,des_joachims,151.98,,OPG,20220121092816
2022-01-16,dozois,341.49,,HQ,20220121092816
2022-01-16,kiamika,268.12,,MELCC,20220121092816
2022-01-16,kipawa,268.92,,MELCC,20220121092816
2022-01-16,lady_evelyn,287.87,,OPG,20220121092816
2022-01-16,mitchinamecus,380.07,,MELCC,20220121092816
2022-01-16,poisson_blanc,200.2,,MELCC,20220121092816
2022-01-16,quinze,262.22,,MELCC,20220121092816
2022-01-16,rapide_7,308.81,,HQ,20220121092816
2022-01-16,timiskaming,178.59,,WSC,20220121092816
2022-01-16,timiskaming_haileybury,178.6,,WSC,20220121092816
2022-01-17,bark_lake,309.64,,OPG,20220121092816
2022-01-17,baskatong,217.68,,HQ,20220121092816
2022-01-17,cabonga,359.06,,HQ,20220121092816
2022-01-17,des_joachims,151.94,,OPG,20220121092816
2022-01-17,dozois,341.43,,HQ,20220121092816
2022-01-17,kiamika,268.11,,MELCC,20220121092816
2022-01-17,kipawa,268.9,,MELCC,20220121092816
2022-01-17,lady_evelyn,287.81,,OPG,20220121092816
2022-01-17,mitchinamecus,380.04,,MELCC,20220121092816
2022-01-17,poisson_blanc,200.14,,MELCC,20220121092816
2022-01-17,quinze,262.17,,MELCC,20220121092816
2022-01-17,rapide_7,308.79,,HQ,20220121092816
2022-01-17,timiskaming,178.54,,WSC,20220121092816
2022-01-17,timiskaming_haileybury,178.53,,WSC,20220121092816
2022-01-18,bark_lake,309.59,,OPG,20220121092816
2022-01-18,baskatong,217.65,,HQ,20220121092816
2022-01-18,cabonga,359.05,,HQ,20220121092816
2022-01-18,des_joachims,151.94,,OPG,20220121092816
2022-01-18,dozois,341.42,,HQ,20220121092816
2022-01-18,kiamika,268.1,,MELCC,20220121092816
2022-01-18,kipawa,268.89,,MELCC,20220121092816
2022-01-18,lady_evelyn,287.8,,OPG,20220121092816
2022-01-18,mitchinamecus,380.03,,MELCC,20220121092816
2022-01-18,poisson_blanc,200.11,,MELCC,20220121092816
2022-01-18,quinze,262.15,,MELCC,20220121092816
2022-01-18,rapide_7,308.79,,HQ,20220121092816
2022-01-18,timiskaming,178.5,,WSC,20220121092816
2022-01-18,timiskaming_haileybury,178.52,,WSC,20220121092816
2022-01-19,baskatong,217.54,,HQ,20220121092816
2022-01-19,cabonga,359.04,,HQ,20220121092816
2022-01-19,des_joachims,151.97,,OPG,20220121092816
2022-01-19,dozois,341.36,,HQ,20220121092816
2022-01-19,kiamika,268.08,,MELCC,20220121092816
2022-01-19,kipawa,268.84,,MELCC,20220121092816
2022-01-19,mitchinamecus,380.0,,MELCC,20220121092816
2022-01-19,poisson_blanc,200.02,,MELCC,20220121092816
2022-01-19,quinze,262.12,,MELCC,20220121092816
2022-01-19,rapide_7,308.78,,HQ,20220121092816
2022-01-19,timiskaming,178.42,,WSC,20220121092816
2022-01-19,timiskaming_haileybury,178.45,,WSC,20220121092816
2022-01-20,baskatong,217.43,,HQ,20220121092816
2022-01-20,cabonga,359.03,,HQ,20220121092816
2022-01-20,des_joachims,151.95,,OPG,20220121092816
2022-01-20,dozois,341.31,,HQ,20220121092816
2022-01-20,kiamika,268.05,,MELCC,20220121092816
2022-01-20,kipawa,268.81,,MELCC,20220121092816
2022-01-20,mitchinamecus,379.96,,MELCC,20220121092816
2022-01-20,poisson_blanc,199.94,,MELCC,20220121092816
2022-01-20,quinze,262.07,,MELCC,20220121092816
2022-01-20,rapide_7,308.76,,HQ,20220121092816
2022-01-20,timiskaming,178.37,,WSC,20220121092816
2022-01-20,timiskaming_haileybury,178.39,,WSC,20220121092816
2022-01-21,baskatong,217.37,,HQ,20220121092816
2022-01-21,cabonga,359.02,,HQ,20220121092816
2022-01-21,des_joachims,151.93,,OPG,20220121092816
2022-01-21,dozois,341.27,,HQ,20220121092816
2022-01-21,kiamika,268.03,,MELCC,20220121092816
2022-01-21,kipawa,268.8,,MELCC,20220121092816
2022-01-21,mitchinamecus,379.94,,MELCC,20220121092816
2022-01-21,poisson_blanc,199.89,,MELCC,20220121092816
2022-01-21,quinze,262.04,,MELCC,20220121092816
2022-01-21,rapide_7,308.75,,HQ,20220121092816
2022-01-21,timiskaming,178.35,,WSC,20220121092816
2022-01-21,timiskaming_haileybury,178.38,,WSC,20220121092816
2022-02-07,bark_lake,307.18,,OPG,20220215035902
2022-02-07,baskatong,215.11,,HQ,20220215035902
2022-02-07,cabonga,359.09,,HQ,20220215035902
2022-02-07,des_joachims,151.94,,OPG,20220215035902
2022-02-07,dozois,339.75,,HQ,20220215035902
2022-02-07,kiamika,267.5,,MELCC,20220215035902
2022-02-07,kipawa,268.4,,MELCC,20220215035902
2022-02-07,lady_evelyn,286.64,,OPG,20220215035902
2022-02-07,mitchinamecus,379.27,,MELCC,20220215035902
2022-02-07,poisson_blanc,198.15,,MELCC,20220215035902
2022-02-07,quinze,261.21,,MELCC,20220215035902
2022-02-07,rapide_7,308.45,,HQ,20220215035902
2022-02-07,timiskaming,177.33,,WSC,20220215035902
2022-02-07,timiskaming_haileybury,177.43,,WSC,20220215035902
2022-02-08,bark_lake,307.15,,OPG,20220215035902
2022-02-08,baskatong,215.06,,HQ,20220215035902
2022-02-08,cabonga,359.09,,HQ,20220215035902
2022-02-08,des_joachims,151.96,,OPG,20220215035902
2022-02-08,dozois,339.72,,HQ,20220215035902
2022-02-08,kiamika,267.49,,MELCC,20220215035902
2022-02-08,kipawa,268.39,,MELCC,20220215035902
2022-02-08,lady_evelyn,286.63,,OPG,20220215035902
2022-02-08,mitchinamecus,379.26,,MELCC,20220215035902
2022-02-08,poisson_blanc,198.11,,MELCC,20220215035902
2022-02-08,quinze,261.2,,MELCC,20220215035902
2022-02-08,rapide_7,308.44,,HQ,20220215035902
2022-02-08,timiskaming,177.31,,WSC,20220215035902
2022-02-08,timiskaming_haileybury,177.41,,WSC,20220215035902
2022-02-09,baskatong,214.9,,HQ,20220215035902
2022-02-09,cabonga,359.09,,HQ,20220215035902
2022-02-09,des_joachims,151.81,,OPG,20220215035902
2022-02-09,dozois,339.61,,HQ,20220215035902
2022-02-09,kiamika,267.46,,MELCC,20220215035902
2022-02-09,kipawa,268.33,,MELCC,20220215035902
2022-02-09,mitchinamecus,379.22,,MELCC,20220215035902
2022-02-09,poisson_blanc,197.98,,MELCC,20220215035902
2022-02-09,quinze,261.17,,MELCC,20220215035902
2022-02-09,rapide_7,308.47,,HQ,20220215035902
2022-02-09,timiskaming,177.24,,WSC,20220215035902
2022-02-09,timiskaming_haileybury,177.34,,WSC,20220215035902
2022-02-10,baskatong,214.76,,HQ,20220215035902
2022-02-10,cabonga,359.1,,HQ,20220215035902
2022-02-10,des_joachims,151.9,,OPG,20220215035902
2022-02-10,dozois,339.52,,HQ,20220215035902
2022-02-10,kiamika,267.43,,MELCC,20220215035902
2022-02-10,kipawa,268.3,,MELCC,20220215035902
2022-02-10,mitchinamecus,379.17,,MELCC,20220215035902
2022-02-10,poisson_blanc,197.87,,MELCC,20220215035902
2022-02-10,quinze,261.13,,MELCC,20220215035902
2022-02-10,rapide_7,308.48,,HQ,20220215035902
2022-02-10,timiskaming,177.18,,WSC,20220215035902
2022-02-10,timiskaming_haileybury,177.3,,WSC,20220215035902
2022-02-11,baskatong,214.62,,HQ,20220215035902
2022-02-11,cabonga,359.1,,HQ,20220215035902
2022-02-11,des_joachims,151.98,,OPG,20220215035902
2022-02-11,dozois,339.43,,HQ,20220215035902
2022-02-11,kiamika,267.4,,MELCC,20220215035902
2022-02-11,kipawa,268.28,,MELCC,20220215035902
2022-02-11,mitchinamecus,379.13,,MELCC,20220215035902
2022-02-11,poisson_blanc,197.76,,MELCC,20220215035902
2022-02-11,quinze,261.11,,MELCC,20220215035902
2022-02-11,rapide_7,308.5,,HQ,20220215035902
2022-02-11,timiskaming,177.11,,WSC,20220215035902
2022-02-11,timiskaming_haileybury,177.24,,WSC,20220215035902
2022-02-12,baskatong,214.47,,HQ,20220215035902
2022-02-12,cabonga,359.11,,HQ,20220215035902
2022-02-12,des_joachims,152.07,,OPG,20220215035902
2022-02-12,dozois,339.33,,HQ,20220215035902
2022-02-12,kiamika,267.38,,MELCC,20220215035902
2022-02-12,kipawa,268.24,,MELCC,20220215035902
2022-02-12,mitchinamecus,379.09,,MELCC,20220215035902
2022-02-12,poisson_blanc,197.66,,MELCC,20220215035902
2022-02-12,quinze,261.07,,MELCC,20220215035902
2022-02-12,rapide_7,308.52,,HQ,20220215035902
2022-02-12,timiskaming,177.08,,WSC,20220215035902
2022-02-12,timiskaming_haileybury,177.18,,WSC,20220215035902
2022-02-13,baskatong,214.33,,HQ,20220215035902
2022-02-13,cabonga,359.11,,HQ,20220215035902
2022-02-13,des_joachims,151.91,,OPG,20220215035902
2022-02-13,dozois,339.23,,HQ,20220215035902
2022-02-13,kiamika,267.35,,MELCC,20220215035902
2022-02-13,kipawa,268.22,,MELCC,20220215035902
2022-02-13,mitchinamecus,379.04,,MELCC,20220215035902
2022-02-13,poisson_blanc,197.55,,MELCC,20220215035902
2022-02-13,quinze,261.04,,MELCC,20220215035902
2022-02-13,rapide_7,308.52,,HQ,20220215035902
2022-02-13,timiskaming,177.0,,WSC,20220215035902
2022-02-13,timiskaming_haileybury,177.13,,WSC,20220215035902
2022-02-14,baskatong,214.12,,HQ,20220215035902
2022-02-14,cabonga,359.11,,HQ,20220215035902
2022-02-14,des_joachims,151.71,,OPG,20220215035902
2022-02-14,dozois,339.1,,HQ,20220215035902
2022-02-14,kiamika,267.31,,MELCC,20220215035902
2022-02-14,kipawa,268.19,,MELCC,20220215035902
2022-02-14,mitchinamecus,378.97,,MELCC,20220215035902
2022-02-14,poisson_blanc,197.38,,MELCC,20220215035902
2022-02-14,quinze,261.0,,MELCC,20220215035902
2022-02-14,rapide_7,308.47,,HQ,20220215035902
2022-02-14,timiskaming,176.93,,WSC,20220215035902
2022-02-14,timiskaming_haileybury,177.06,,WSC,20220215035902
2022-05-22,bark_lake,313.82,,OPG,20220529084300
2022-05-22,baskatong,221.94,,HQ,20220529084300
2022-05-22,cabonga,360.64,,HQ,20220529084300
2022-05-22,des_joachims,152.17,,OPG,20220529084300
2022-05-22,dozois,345.47,,HQ,20220529084300
2022-05-22,kiamika,269.84,,MELCC,20220529084300
2022-05-22,kipawa,269.49,,MELCC,20220529084300
2022-05-22,lady_evelyn,289.18,,OPG,20220529084300
2022-05-22,mitchinamecus,381.45,,MELCC,20220529084300
2022-05-22,poisson_blanc,201.63,,MELCC,20220529084300
2022-05-22,quinze,263.35,,MELCC,20220529084300
2022-05-22,rapide_7,309.0,,HQ,20220529084300
2022-05-22,timiskaming,178.94,,WSC,20220529084300
2022-05-22,timiskaming_haileybury,179.06,,WSC,20220529084300
2022-05-23,bark_lake,313.8,,OPG,20220529084300
2022-05-23,baskatong,221.94,,HQ,20220529084300
2022-05-23,cabonga,360.63,,HQ,20220529084300
2022-05-23,des_joachims,152.19,,OPG,20220529084300
2022-05-23,dozois,345.55,,HQ,20220529084300
2022-05-23,kiamika,269.82,,MELCC,20220529084300
2022-05-23,kipawa,269.48,,MELCC,20220529084300
2022-05-23,lady_evelyn,289.17,,OPG,20220529084300
2022-05-23,mitchinamecus,381.56,,MELCC,20220529084300
2022-05-23,poisson_blanc,201.63,,MELCC,20220529084300
2022-05-23,quinze,263.33,,MELCC,20220529084300
2022-05-23,rapide_7,308.99,,HQ,20220529084300
2022-05-23,timiskaming,178.95,,WSC,20220529084300
2022-05-23,timiskaming_haileybury,179.08,,WSC,20220529084300
2022-05-24,bark_lake,313.78,,OPG,20220529084300
2022-05-24,baskatong,221.91,,HQ,20220529084300
2022-05-24,cabonga,360.61,,HQ,20220529084300
2022-05-24,des_joachims,152.18,,OPG,20220529084300
2022-05-24,dozois,345.62,,HQ,20220529084300
2022-05-24,kiamika,269.8,,MELCC,20220529084300
2022-05-24,kipawa,269.45,,MELCC,20220529084300
2022-05-24,lady_evelyn,289.16,,OPG,20220529084300
2022-05-24,mitchinamecus,381.65,,MELCC,20220529084300
2022-05-24,poisson_blanc,201.6,,MELCC,20220529084300
2022-05-24,quinze,263.27,,MELCC,20220529084300
2022-05-24,rapide_7,308.99,,HQ,20220529084300
2022-05-24,timiskaming,178.94,,WSC,20220529084300
2022-05-24,timiskaming_haileybury,179.08,,WSC,20220529084300
2022-05-25,bark_lake,313.76,,OPG,20220529084300
2022-05-25,baskatong,221.86,,HQ,20220529084300
2022-05-25,cabonga,360.59,,HQ,20220529084300
2022-05-25,des_joachims,152.16,,OPG,20220529084300
2022-05-25,dozois,345.63,,HQ,20220529084300
2022-05-25,kiamika,269.78,,MELCC,20220529084300
2022-05-25,kipawa,269.42,,MELCC,20220529084300
2022-05-25,lady_evelyn,289.14,,OPG,20220529084300
2022-05-25,mitchinamecus,381.75,,MELCC,20220529084300
2022-05-25,poisson_blanc,201.56,,MELCC,20220529084300
2022-05-25,quinze,263.2,,MELCC,20220529084300
2022-05-25,rapide_7,308.98,,HQ,20220529084300
2022-05-25,timiskaming,178.94,,WSC,20220529084300
2022-05-25,timiskaming_haileybury,179.09,,WSC,20220529084300
2022-05-26,bark_lake,313.76,,OPG,20220529084300
2022-05-26,baskatong,221.82,,HQ,20220529084300
2022-05-26,cabonga,360.63,,HQ,20220529084300
2022-05-26,des_joachims,152.18,,OPG,20220529084300
2022-05-26,dozois,345.67,,HQ,20220529084300
2022-05-26,kiamika,269.8,,MELCC,20220529084300
2022-05-26,kipawa,269.45,,MELCC,20220529084300
2022-05-26,lady_evelyn,289.17,,OPG,20220529084300
2022-05-26,mitchinamecus,381.83,,MELCC,20220529084300
2022-05-26,poisson_blanc,201.52,,MELCC,20220529084300
2022-05-26,quinze,263.19,,MELCC,20220529084300
2022-05-26,rapide_7,308.99,,HQ,20220529084300
2022-05-26,timiskaming,179.0,,WSC,20220529084300
2022-05-26,timiskaming_haileybury,179.15,,WSC,20220529084300
2022-05-27,bark_lake,313.77,,OPG,20220529084300
2022-05-27,baskatong,221.81,,HQ,20220529084300
2022-05-27,cabonga,360.63,,HQ,20220529084300
2022-05-27,des_joachims,152.18,,OPG,20220529084300
2022-05-27,dozois,345.67,,HQ,20220529084300
2022-05-27,kiamika,269.83,,MELCC,20220529084300
2022-05-27,kipawa,269.44,,MELCC,20220529084300
2022-05-27,lady_evelyn,289.17,,OPG,20220529084300
2022-05-27,mitchinamecus,381.86,,MELCC,20220529084300
2022-05-27,poisson_blanc,201.5,,MELCC,20220529084300
2022-05-27,quinze,263.19,,MELCC,20220529084300
2022-05-27,rapide_7,308.99,,HQ,20220529084300
2022-05-27,timiskaming,179.01,,WSC,20220529084300
2022-05-27,timiskaming_haileybury,179.15,,WSC,20220529084300
2022-05-28,baskatong,221.86,,HQ,20220529084300
2022-05-28,cabonga,360.66,,HQ,20220529084300
2022-05-28,des_joachims,152.24,,OPG,20220529084300
2022-05-28,dozois,345.67,,HQ,20220529084300
2022-05-28,kiamika,269.91,,MELCC,20220529084300
2022-05-28,kipawa,269.39,,MELCC,20220529084300
2022-05-28,poisson_blanc,201.54,,MELCC,20220529084300
2022-05-28,quinze,263.2,,MELCC,20220529084300
2022-05-28,rapide_7,308.96,,HQ,20220529084300
2022-05-28,timiskaming,179.05,,WSC,20220529084300
2022-05-28,timiskaming_haileybury,179.2,,WSC,20220529084300
2022-05-29,baskatong,221.89,,HQ,20220529084300
2022-05-29,cabonga,360.65,,HQ,20220529084300
2022-05-29,des_joachims,152.27,,OPG,20220529084300
2022-05-29,dozois,345.67,,HQ,20220529084300
2022-05-29,kiamika,269.94,,MELCC,20220529084300
2022-05-29,kipawa,269.39,,MELCC,20220529084300
2022-05-29,poisson_blanc,201.55,,MELCC,20220529084300
2022-05-29,quinze,263.21,,MELCC,20220529084300
2022-05-29,rapide_7,308.96,,HQ,20220529084300
2022-05-29,timiskaming,179.06,,WSC,20220529084300
2022-05-29,timiskaming_haileybury,179.22,,WSC,20220529084300
2022-08-08,bark_lake,313.83,,OPG,20220815070002
2022-08-08,baskatong,221.48,,HQ,20220815070002
2022-08-08,cabonga,360.29,,HQ,20220815070002
2022-08-08,des_joachims,152.19,,OPG,20220815070002
2022-08-08,dozois,344.54,,HQ,20220815070002
2022-08-08,kiamika,268.52,,MELCC,20220815070002
2022-08-08,kipawa,269.57,,MELCC,20220815070002
2022-08-08,lady_evelyn,289.13,,OPG,20220815070002
2022-08-08,mitchinamecus,381.21,,MELCC,20220815070002
2022-08-08,poisson_blanc,200.8,,MELCC,20220815070002
2022-08-08,quinze,263.12,,MELCC,20220815070002
2022-08-08,rapide_7,309.14,,HQ,20220815070002
2022-08-08,timiskaming,179.3,,WSC,20220815070002
2022-08-08,timiskaming_haileybury,179.19,,WSC,20220815070002
2022-08-09,bark_lake,313.84,,OPG,20220815070002
2022-08-09,baskatong,221.46,,HQ,20220815070002
2022-08-09,cabonga,360.28,,HQ,20220815070002
2022-08-09,des_joachims,152.18,,OPG,20220815070002
2022-08-09,dozois,344.52,,HQ,20220815070002
2022-08-09,kiamika,268.51,,MELCC,20220815070002
2022-08-09,kipawa,269.56,,MELCC,20220815070002
2022-08-09,lady_evelyn,289.13,,OPG,20220815070002
2022-08-09,mitchinamecus,381.2,,MELCC,20220815070002
2022-08-09,poisson_blanc,200.81,,MELCC,20220815070002
2022-08-09,quinze,263.11,,MELCC,20220815070002
2022-08-09,rapide_7,309.13,,HQ,20220815070002
2022-08-09,timiskaming,179.28,,WSC,20220815070002
2022-08-09,timiskaming_haileybury,179.19,,WSC,20220815070002
2022-08-10,baskatong,221.44,,HQ,20220815070002
2022-08-10,cabonga,360.27,,HQ,20220815070002
2022-08-10,des_joachims,152.11,,OPG,20220815070002
2022-08-10,dozois,344.49,,HQ,20220815070002
2022-08-10,kiamika,268.48,,MELCC,20220815070002
2022-08-10,kipawa,269.52,,MELCC,20220815070002
2022-08-10,mitchinamecus,381.12,,MELCC,20220815070002
2022-08-10,poisson_blanc,200.82,,MELCC,20220815070002
2022-08-10,quinze,263.09,,MELCC,20220815070002
2022-08-10,rapide_7,309.12,,HQ,20220815070002
2022-08-10,timiskaming,179.25,,WSC,20220815070002
2022-08-10,timiskaming_haileybury,179.21,,WSC,20220815070002
2022-08-11,baskatong,221.42,,HQ,20220815070002
2022-08-11,cabonga,360.26,,HQ,20220815070002
2022-08-11,des_joachims,152.11,,OPG,20220815070002
2022-08-11,dozois,344.46,,HQ,20220815070002
2022-08-11,kiamika,268.45,,MELCC,20220815070002
2022-08-11,kipawa,269.5,,MELCC,20220815070002
2022-08-11,mitchinamecus,381.09,,MELCC,20220815070002
2022-08-11,poisson_blanc,200.8,,MELCC,20220815070002
2022-08-11,quinze,263.08,,MELCC,20220815070002
2022-08-11,rapide_7,309.11,,HQ,20220815070002
2022-08-11,timiskaming,179.3,,WSC,20220815070002
2022-08-11,timiskaming_haileybury,179.2,,WSC,20220815070002
2022-08-12,baskatong,221.39,,HQ,20220815070002
2022-08-12,cabonga,360.24,,HQ,20220815070002
2022-08-12,des_joachims,152.15,,OPG,20220815070002
2022-08-12,dozois,344.43,,HQ,20220815070002
2022-08-12,kiamika,268.43,,MELCC,20220815070002
2022-08-12,kipawa,269.5,,MELCC,20220815070002
2022-08-12,mitchinamecus,381.05,,MELCC,20220815070002
2022-08-12,poisson_blanc,200.78,,MELCC,20220815070002
2022-08-12,quinze,263.07,,MELCC,20220815070002
2022-08-12,rapide_7,309.1,,HQ,20220815070002
2022-08-12,timiskaming,179.28,,WSC,20220815070002
2022-08-12,timiskaming_haileybury,179.2,,WSC,20220815070002
2022-08-13,baskatong,221.37,,HQ,20220815070002
2022-08-13,cabonga,360.22,,HQ,20220815070002
2022-08-13,des_joachims,152.14,,OPG,20220815070002
2022-08-13,dozois,344.41,,HQ,20220815070002
2022-08-13,kiamika,268.41,,MELCC,20220815070002
2022-08-13,kipawa,269.51,,MELCC,20220815070002
2022-08-13,mitchinamecus,381.0,,MELCC,20220815070002
2022-08-13,poisson_blanc,200.74,,MELCC,20220815070002
2022-08-13,quinze,263.05,,MELCC,20220815070002
2022-08-13,rapide_7,309.08,,HQ,20220815070002
2022-08-13,timiskaming,179.26,,WSC,20220815070002
2022-08-13,timiskaming_haileybury,179.21,,WSC,20220815070002
2022-08-14,baskatong,221.35,,HQ,20220815070002
2022-08-14,cabonga,360.2,,HQ,20220815070002
2022-08-14,des_joachims,152.13,,OPG,20220815070002
2022-08-14,dozois,344.37,,HQ,20220815070002
2022-08-14,kiamika,268.39,,MELCC,20220815070002
2022-08-14,kipawa,269.5,,MELCC,20220815070002
2022-08-14,mitchinamecus,380.95,,MELCC,20220815070002
2022-08-14,poisson_blanc,200.7,,MELCC,20220815070002
2022-08-14,quinze,263.03,,MELCC,20220815070002
2022-08-14,rapide_7,309.07,,HQ,20220815070002
2022-08-14,timiskaming,179.27,,WSC,20220815070002
2022-08-14,timiskaming_haileybury,179.2,,WSC,20220815070002
2022-08-15,baskatong,221.34,,HQ,20220815070002
2022-08-15,cabonga,360.19,,HQ,20220815070002
2022-08-15,des_joachims,152.14,,OPG,20220815070002
2022-08-15,dozois,344.35,,HQ,20220815070002
2022-08-15,kiamika,268.38,,MELCC,20220815070002
2022-08-15,kipawa,269.5,,MELCC,20220815070002
2022-08-15,mitchinamecus,380.94,,MELCC,20220815070002
2022-08-15,poisson_blanc,200.68,,MELCC,20220815070002
2022-08-15,quinze,263.03,,MELCC,20220815070002
2022-08-15,rapide_7,309.07,,HQ,20220815070002
2022-08-15,timiskaming,179.27,,WSC,20220815070002
2022-08-15,timiskaming_haileybury,179.2,,WSC,20220815070002
2022-12-01,bark_lake,312.59,,OPG,20221208140317
2022-12-01,baskatong,219.78,,HQ,20221208140317
2022-12-01,cabonga,360.26,,HQ,20221208140317
2022-12-01,des_joachims,152.02,,OPG,20221208140317
2022-12-01,dozois,342.64,,HQ,20221208140317
2022-12-01,kiamika,268.58,,MELCC,20221208140317
2022-12-01,kipawa,269.45,,MELCC,20221208140317
2022-12-01,lady_evelyn,288.87,,OPG,20221208140317
2022-12-01,mitchinamecus,378.82,,MELCC,20221208140317
2022-12-01,poisson_blanc,200.64,,MELCC,20221208140317
2022-12-01,quinze,263.16,,MELCC,20221208140317
2022-12-01,rapide_7,309.1,,HQ,20221208140317
2022-12-01,timiskaming,179.01,,WSC,20221208140317
2022-12-01,timiskaming_haileybury,179.01,,WSC,20221208140317
2022-12-02,bark_lake,312.57,,OPG,20221208140317
2022-12-02,baskatong,219.75,,HQ,20221208140317
2022-12-02,cabonga,360.24,,HQ,20221208140317
2022-12-02,des_joachims,151.96,,OPG,20221208140317
2022-12-02,dozois,342.65,,HQ,20221208140317
2022-12-02,kiamika,268.58,,MELCC,20221208140317
2022-12-02,kipawa,269.45,,MELCC,20221208140317
2022-12-02,lady_evelyn,288.85,,OPG,20221208140317
2022-12-02,mitchinamecus,378.81,,MELCC,20221208140317
2022-12-02,poisson_blanc,200.66,,MELCC,20221208140317
2022-12-02,quinze,263.15,,MELCC,20221208140317
