date,reservoir_id,level_m,flow_cms,agency,source_snapshot
2020-09-19,kipawa,269.46,,MELCC,20200926142700
2020-09-19,lady_evelyn,289.15,,OPG,20200926142700
2020-09-19,mitchinamecus,380.3,,MELCC,20200926142700
2020-09-19,poisson_blanc,199.76,,MELCC,20200926142700
2020-09-19,quinze,262.81,,MELCC,20200926142700
2020-09-19,timiskaming,179.16,,WSC,20200926142700
2020-09-19,timiskaming_haileybury,179.1,,WSC,20200926142700
2020-09-20,bark_lake,313.76,,OPG,20200926142700
2020-09-20,baskatong,221.52,,HQ,20200926142700
2020-09-20,cabonga,360.25,,HQ,20200926142700
2020-09-20,des_joachims,152.23,,OPG,20200926142700
2020-09-20,dozois,344.26,,HQ,20200926142700
2020-09-20,kiamika,268.2,,MELCC,20200926142700
2020-09-20,kipawa,269.44,,MELCC,20200926142700
2020-09-20,lady_evelyn,289.16,,OPG,20200926142700
2020-09-20,mitchinamecus,380.29,,MELCC,20200926142700
2020-09-20,poisson_blanc,199.76,,MELCC,20200926142700
2020-09-20,quinze,262.81,,MELCC,20200926142700
2020-09-20,timiskaming,179.14,,WSC,20200926142700
2020-09-20,timiskaming_haileybury,179.1,,WSC,20200926142700
2020-09-21,bark_lake,313.75,,OPG,20200926142700
2020-09-21,baskatong,221.52,,HQ,20200926142700
2020-09-21,cabonga,360.25,,HQ,20200926142700
2020-09-21,des_joachims,152.25,,OPG,20200926142700
2020-09-21,dozois,344.25,,HQ,20200926142700
2020-09-21,kiamika,268.2,,MELCC,20200926142700
2020-09-21,kipawa,269.43,,MELCC,20200926142700
2020-09-21,lady_evelyn,289.15,,OPG,20200926142700
2020-09-21,mitchinamecus,380.27,,MELCC,20200926142700
2020-09-21,poisson_blanc,199.76,,MELCC,20200926142700
2020-09-21,quinze,262.82,,MELCC,20200926142700
2020-09-21,timiskaming,179.12,,WSC,20200926142700
2020-09-21,timiskaming_haileybury,179.1,,WSC,20200926142700
2020-09-22,bark_lake,313.75,,OPG,20200926142700
2020-09-22,baskatong,221.53,,HQ,20200926142700
2020-09-22,cabonga,360.25,,HQ,20200926142700
2020-09-22,des_joachims,152.23,,OPG,20200926142700
2020-09-22,dozois,344.26,,HQ,20200926142700
2020-09-22,kiamika,268.19,,MELCC,20200926142700
2020-09-22,kipawa,269.42,,MELCC,20200926142700
2020-09-22,lady_evelyn,289.16,,OPG,20200926142700
2020-09-22,mitchinamecus,380.27,,MELCC,20200926142700
2020-09-22,poisson_blanc,199.76,,MELCC,20200926142700
2020-09-22,quinze,262.81,,MELCC,20200926142700
2020-09-22,timiskaming,179.11,,WSC,20200926142700
2020-09-22,timiskaming_haileybury,179.1,,WSC,20200926142700
2020-09-23,baskatong,221.5,,HQ,20200926142700
2020-09-23,cabonga,360.26,,HQ,20200926142700
2020-09-23,des_joachims,152.2,,OPG,20200926142700
2020-09-23,dozois,344.24,,HQ,20200926142700
2020-09-23,kiamika,268.18,,MELCC,20200926142700
2020-09-23,kipawa,269.37,,MELCC,20200926142700
2020-09-23,mitchinamecus,380.25,,MELCC,20200926142700
2020-09-23,poisson_blanc,199.73,,MELCC,20200926142700
2020-09-23,quinze,262.81,,MELCC,20200926142700
2020-09-23,timiskaming,179.14,,WSC,20200926142700
2020-09-23,timiskaming_haileybury,179.08,,WSC,20200926142700
2020-09-24,baskatong,221.48,,HQ,20200926142700
2020-09-24,cabonga,360.26,,HQ,20200926142700
2020-09-24,des_joachims,152.18,,OPG,20200926142700
2020-09-24,dozois,344.23,,HQ,20200926142700
2020-09-24,kiamika,268.17,,MELCC,20200926142700
2020-09-24,kipawa,269.34,,MELCC,20200926142700
2020-09-24,mitchinamecus,380.23,,MELCC,20200926142700
2020-09-24,poisson_blanc,199.7,,MELCC,20200926142700
2020-09-24,quinze,262.82,,MELCC,20200926142700
2020-09-24,timiskaming,179.14,,WSC,20200926142700
2020-09-24,timiskaming_haileybury,179.07,,WSC,20200926142700
2020-09-25,baskatong,221.45,,HQ,20200926142700
2020-09-25,cabonga,360.26,,HQ,20200926142700
2020-09-25,des_joachims,152.23,,OPG,20200926142700
2020-09-25,dozois,344.23,,HQ,20200926142700
2020-09-25,kiamika,268.15,,MELCC,20200926142700
2020-09-25,kipawa,269.32,,MELCC,20200926142700
2020-09-25,mitchinamecus,380.21,,MELCC,20200926142700
2020-09-25,poisson_blanc,199.65,,MELCC,20200926142700
2020-09-25,quinze,262.82,,MELCC,20200926142700
2020-09-25,timiskaming,179.11,,WSC,20200926142700
2020-09-25,timiskaming_haileybury,179.06,,WSC,20200926142700
2020-09-26,baskatong,221.41,,HQ,20200926142700
2020-09-26,cabonga,360.27,,HQ,20200926142700
2020-09-26,des_joachims,152.26,,OPG,20200926142700
2020-09-26,dozois,344.22,,HQ,20200926142700
2020-09-26,kiamika,268.14,,MELCC,20200926142700
2020-09-26,kipawa,269.3,,MELCC,20200926142700
2020-09-26,mitchinamecus,380.18,,MELCC,20200926142700
2020-09-26,poisson_blanc,199.64,,MELCC,20200926142700
2020-09-26,quinze,262.78,,MELCC,20200926142700
2020-09-26,timiskaming,179.09,,WSC,20200926142700
2020-09-26,timiskaming_haileybury,179.06,,WSC,20200926142700
2020-10-16,bark_lake,313.66,,OPG,20201023053936
2020-10-16,baskatong,220.93,,HQ,20201023053936
2020-10-16,cabonga,360.4,,HQ,20201023053936
2020-10-16,des_joachims,152.29,,OPG,20201023053936
2020-10-16,dozois,343.98,,HQ,20201023053936
2020-10-16,kiamika,268.29,,MELCC,20201023053936
2020-10-16,kipawa,269.15,,MELCC,20201023053936
2020-10-16,lady_evelyn,289.05,,OPG,20201023053936
2020-10-16,mitchinamecus,380.14,,MELCC,20201023053936
2020-10-16,poisson_blanc,200.81,,MELCC,20201023053936
2020-10-16,quinze,263.1,,MELCC,20201023053936
2020-10-16,timiskaming,179.16,,WSC,20201023053936
2020-10-16,timiskaming_haileybury,179.14,,WSC,20201023053936
2020-10-17,bark_lake,313.62,,OPG,20201023053936
2020-10-17,baskatong,220.93,,HQ,20201023053936
2020-10-17,cabonga,360.41,,HQ,20201023053936
2020-10-17,des_joachims,152.24,,OPG,20201023053936
2020-10-17,dozois,343.97,,HQ,20201023053936
2020-10-17,kiamika,268.31,,MELCC,20201023053936
2020-10-17,kipawa,269.16,,MELCC,20201023053936
2020-10-17,lady_evelyn,289.04,,OPG,20201023053936
2020-10-17,mitchinamecus,380.17,,MELCC,20201023053936
2020-10-17,poisson_blanc,200.89,,MELCC,20201023053936
2020-10-17,quinze,263.1,,MELCC,20201023053936
2020-10-17,timiskaming,179.14,,WSC,20201023053936
2020-10-17,timiskaming_haileybury,179.14,,WSC,20201023053936
2020-10-18,bark_lake,313.59,,OPG,20201023053936
2020-10-18,baskatong,220.93,,HQ,20201023053936
2020-10-18,cabonga,360.41,,HQ,20201023053936
2020-10-18,des_joachims,152.24,,OPG,20201023053936
2020-10-18,dozois,343.94,,HQ,20201023053936
2020-10-18,kiamika,268.32,,MELCC,20201023053936
2020-10-18,kipawa,269.18,,MELCC,20201023053936
2020-10-18,lady_evelyn,289.06,,OPG,20201023053936
2020-10-18,mitchinamecus,380.17,,MELCC,20201023053936
2020-10-18,poisson_blanc,200.97,,MELCC,20201023053936
2020-10-18,quinze,263.1,,MELCC,20201023053936
2020-10-18,timiskaming,179.18,,WSC,20201023053936
2020-10-18,timiskaming_haileybury,179.15,,WSC,20201023053936
2020-10-19,bark_lake,313.57,,OPG,20201023053936
2020-10-19,baskatong,220.95,,HQ,20201023053936
2020-10-19,cabonga,360.42,,HQ,20201023053936
2020-10-19,des_joachims,152.25,,OPG,20201023053936
2020-10-19,dozois,343.96,,HQ,20201023053936
2020-10-19,kiamika,268.34,,MELCC,20201023053936
2020-10-19,kipawa,269.18,,MELCC,20201023053936
2020-10-19,lady_evelyn,289.05,,OPG,20201023053936
2020-10-19,mitchinamecus,380.21,,MELCC,20201023053936
2020-10-19,poisson_blanc,201.06,,MELCC,20201023053936
2020-10-19,quinze,263.13,,MELCC,20201023053936
2020-10-19,timiskaming,179.21,,WSC,20201023053936
2020-10-19,timiskaming_haileybury,179.18,,WSC,20201023053936
2020-10-20,bark_lake,313.56,,OPG,20201023053936
2020-10-20,baskatong,220.95,,HQ,20201023053936
2020-10-20,cabonga,360.43,,HQ,20201023053936
2020-10-20,des_joachims,152.2,,OPG,20201023053936
2020-10-20,dozois,343.95,,HQ,20201023053936
2020-10-20,kiamika,268.35,,MELCC,20201023053936
2020-10-20,kipawa,269.19,,MELCC,20201023053936
2020-10-20,lady_evelyn,289.06,,OPG,20201023053936
2020-10-20,mitchinamecus,380.22,,MELCC,20201023053936
2020-10-20,poisson_blanc,201.09,,MELCC,20201023053936
2020-10-20,quinze,263.14,,MELCC,20201023053936
2020-10-20,timiskaming,179.21,,WSC,20201023053936
2020-10-20,timiskaming_haileybury,179.18,,WSC,20201023053936
2020-10-21,baskatong,220.95,,HQ,20201023053936
2020-10-21,cabonga,360.44,,HQ,20201023053936
2020-10-21,des_joachims,152.19,,OPG,20201023053936
2020-10-21,dozois,343.95,,HQ,20201023053936
2020-10-21,kiamika,268.37,,MELCC,20201023053936
2020-10-21,kipawa,269.18,,MELCC,20201023053936
2020-10-21,mitchinamecus,380.25,,MELCC,20201023053936
2020-10-21,poisson_blanc,201.18,,MELCC,20201023053936
2020-10-21,quinze,263.18,,MELCC,20201023053936
2020-10-21,timiskaming,179.2,,WSC,20201023053936
2020-10-21,timiskaming_haileybury,179.17,,WSC,20201023053936
2020-10-22,baskatong,220.95,,HQ,20201023053936
2020-10-22,cabonga,360.45,,HQ,20201023053936
2020-10-22,des_joachims,152.24,,OPG,20201023053936
2020-10-22,dozois,343.95,,HQ,20201023053936
2020-10-22,kiamika,268.39,,MELCC,20201023053936
2020-10-22,kipawa,269.2,,MELCC,20201023053936
2020-10-22,mitchinamecus,380.27,,MELCC,20201023053936
2020-10-22,poisson_blanc,201.2,,MELCC,20201023053936
2020-10-22,quinze,263.2,,MELCC,20201023053936
2020-10-22,timiskaming,179.19,,WSC,20201023053936
2020-10-22,timiskaming_haileybury,179.18,,WSC,20201023053936
2020-11-17,bark_lake,312.6,,OPG,20201124114709
2020-11-17,baskatong,221.09,,HQ,20201124114709
2020-11-17,cabonga,360.57,,HQ,20201124114709
2020-11-17,des_joachims,152.16,,OPG,20201124114709
2020-11-17,dozois,344.2,,HQ,20201124114709
2020-11-17,kiamika,268.68,,MELCC,20201124114709
2020-11-17,kipawa,269.53,,MELCC,20201124114709
2020-11-17,lady_evelyn,289.02,,OPG,20201124114709
2020-11-17,mitchinamecus,380.7,,MELCC,20201124114709
2020-11-17,poisson_blanc,201.07,,MELCC,20201124114709
2020-11-17,quinze,263.14,,MELCC,20201124114709
2020-11-17,timiskaming,179.01,,WSC,20201124114709
2020-11-17,timiskaming_haileybury,178.99,,WSC,20201124114709
2020-11-18,baskatong,221.06,,HQ,20201124114709
2020-11-18,cabonga,360.56,,HQ,20201124114709
2020-11-18,des_joachims,152.13,,OPG,20201124114709
2020-11-18,dozois,344.18,,HQ,20201124114709
2020-11-18,kiamika,268.67,,MELCC,20201124114709
2020-11-18,kipawa,269.49,,MELCC,20201124114709
2020-11-18,mitchinamecus,380.69,,MELCC,20201124114709
2020-11-18,poisson_blanc,201.05,,MELCC,20201124114709
2020-11-18,quinze,263.16,,MELCC,20201124114709
2020-11-18,timiskaming,179.01,,WSC,20201124114709
2020-11-18,timiskaming_haileybury,179.02,,WSC,20201124114709
2020-11-19,baskatong,221.04,,HQ,20201124114709
2020-11-19,cabonga,360.54,,HQ,20201124114709
2020-11-19,des_joachims,152.2,,OPG,20201124114709
2020-11-19,dozois,344.17,,HQ,20201124114709
2020-11-19,kiamika,268.66,,MELCC,20201124114709
2020-11-19,kipawa,269.5,,MELCC,20201124114709
2020-11-19,mitchinamecus,380.69,,MELCC,20201124114709
2020-11-19,poisson_blanc,201.03,,MELCC,20201124114709
2020-11-19,quinze,263.17,,MELCC,20201124114709
2020-11-19,timiskaming,178.97,,WSC,20201124114709
2020-11-19,timiskaming_haileybury,179.0,,WSC,20201124114709
2020-11-20,baskatong,221.01,,HQ,20201124114709
2020-11-20,cabonga,360.55,,HQ,20201124114709
2020-11-20,des_joachims,152.19,,OPG,20201124114709
2020-11-20,dozois,344.12,,HQ,20201124114709
2020-11-20,kiamika,268.65,,MELCC,20201124114709
2020-11-20,kipawa,269.5,,MELCC,20201124114709
2020-11-20,mitchinamecus,380.69,,MELCC,20201124114709
2020-11-20,poisson_blanc,201.0,,MELCC,20201124114709
2020-11-20,quinze,263.18,,MELCC,20201124114709
2020-11-20,timiskaming,178.99,,WSC,20201124114709
2020-11-20,timiskaming_haileybury,178.98,,WSC,20201124114709
2020-11-21,baskatong,220.98,,HQ,20201124114709
2020-11-21,cabonga,360.55,,HQ,20201124114709
2020-11-21,des_joachims,152.13,,OPG,20201124114709
2020-11-21,dozois,344.08,,HQ,20201124114709
2020-11-21,kiamika,268.64,,MELCC,20201124114709
2020-11-21,kipawa,269.5,,MELCC,20201124114709
2020-11-21,mitchinamecus,380.69,,MELCC,20201124114709
2020-11-21,poisson_blanc,200.97,,MELCC,20201124114709
2020-11-21,quinze,263.2,,MELCC,20201124114709
2020-11-21,timiskaming,179.03,,WSC,20201124114709
2020-11-21,timiskaming_haileybury,179.01,,WSC,20201124114709
2020-11-22,baskatong,220.94,,HQ,20201124114709
2020-11-22,cabonga,360.54,,HQ,20201124114709
2020-11-22,des_joachims,152.09,,OPG,20201124114709
2020-11-22,dozois,344.05,,HQ,20201124114709
2020-11-22,kiamika,268.63,,MELCC,20201124114709
2020-11-22,kipawa,269.51,,MELCC,20201124114709
2020-11-22,mitchinamecus,380.69,,MELCC,20201124114709
2020-11-22,poisson_blanc,200.94,,MELCC,20201124114709
2020-11-22,quinze,263.21,,MELCC,20201124114709
2020-11-22,timiskaming,179.02,,WSC,20201124114709
2020-11-22,timiskaming_haileybury,179.02,,WSC,20201124114709
2020-11-23,baskatong,220.91,,HQ,20201124114709
2020-11-23,cabonga,360.55,,HQ,20201124114709
2020-11-23,des_joachims,152.23,,OPG,20201124114709
2020-11-23,dozois,344.0,,HQ,20201124114709
2020-11-23,kiamika,268.64,,MELCC,20201124114709
2020-11-23,kipawa,269.51,,MELCC,20201124114709
2020-11-23,mitchinamecus,380.7,,MELCC,20201124114709
2020-11-23,poisson_blanc,200.92,,MELCC,20201124114709
2020-11-23,quinze,263.22,,MELCC,20201124114709
2020-11-23,timiskaming,179.03,,WSC,20201124114709
2020-11-23,timiskaming_haileybury,179.0,,WSC,20201124114709
2020-11-24,baskatong,220.88,,HQ,20201124114709
2020-11-24,cabonga,360.55,,HQ,20201124114709
2020-11-24,des_joachims,152.28,,OPG,20201124114709
2020-11-24,dozois,343.97,,HQ,20201124114709
2020-11-24,kiamika,268.63,,MELCC,20201124114709
2020-11-24,kipawa,269.5,,MELCC,20201124114709
2020-11-24,mitchinamecus,380.7,,MELCC,20201124114709
2020-11-24,poisson_blanc,200.88,,MELCC,20201124114709
2020-11-24,quinze,263.22,,MELCC,20201124114709
2020-11-24,timiskaming,179.01,,WSC,20201124114709
2020-11-24,timiskaming_haileybury,178.99,,WSC,20201124114709
2021-02-19,bark_lake,307.12,,OPG,20210226153055
2021-02-19,baskatong,215.34,,HQ,20210226153055
2021-02-19,cabonga,359.35,,HQ,20210226153055
2021-02-19,des_joachims,151.94,,OPG,20210226153055
2021-02-19,dozois,338.99,,HQ,20210226153055
2021-02-19,kiamika,266.97,,MELCC,20210226153055
2021-02-19,kipawa,268.03,,MELCC,20210226153055
2021-02-19,lady_evelyn,286.1,,OPG,20210226153055
2021-02-19,mitchinamecus,379.31,,MELCC,20210226153055
2021-02-19,poisson_blanc,197.77,,MELCC,20210226153055
2021-02-19,quinze,261.58,,MELCC,20210226153055
2021-02-19,timiskaming,176.73,,WSC,20210226153055
2021-02-19,timiskaming_haileybury,176.84,,WSC,20210226153055
2021-02-20,bark_lake,306.97,,OPG,20210226153055
2021-02-20,baskatong,215.18,,HQ,20210226153055
2021-02-20,cabonga,359.33,,HQ,20210226153055
2021-02-20,des_joachims,151.93,,OPG,20210226153055
2021-02-20,dozois,338.91,,HQ,20210226153055
2021-02-20,kiamika,266.94,,MELCC,20210226153055
2021-02-20,kipawa,268.0,,MELCC,20210226153055
2021-02-20,lady_evelyn,286.11,,OPG,20210226153055
2021-02-20,mitchinamecus,379.26,,MELCC,20210226153055
2021-02-20,poisson_blanc,197.63,,MELCC,20210226153055
2021-02-20,quinze,261.53,,MELCC,20210226153055
2021-02-20,timiskaming,176.65,,WSC,20210226153055
2021-02-20,timiskaming_haileybury,176.77,,WSC,20210226153055
2021-02-21,bark_lake,306.82,,OPG,20210226153055
2021-02-21,baskatong,215.01,,HQ,20210226153055
2021-02-21,cabonga,359.31,,HQ,20210226153055
2021-02-21,des_joachims,151.89,,OPG,20210226153055
2021-02-21,dozois,338.83,,HQ,20210226153055
2021-02-21,kiamika,266.89,,MELCC,20210226153055
2021-02-21,kipawa,267.97,,MELCC,20210226153055
2021-02-21,lady_evelyn,286.12,,OPG,20210226153055
2021-02-21,mitchinamecus,379.21,,MELCC,20210226153055
2021-02-21,poisson_blanc,197.49,,MELCC,20210226153055
2021-02-21,quinze,261.48,,MELCC,20210226153055
2021-02-21,timiskaming,176.57,,WSC,20210226153055
2021-02-21,timiskaming_haileybury,176.69,,WSC,20210226153055
2021-02-22,bark_lake,306.67,,OPG,20210226153055
2021-02-22,baskatong,214.86,,HQ,20210226153055
2021-02-22,cabonga,359.3,,HQ,20210226153055
