"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-01","2024","01","01","","-5.2","","-9.8","","-7.5","","25.5","","0.0","","","","","","0.0","","1","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-02","2024","01","02","","0.9","","-8.7","","-3.9","","21.9","","0.0","","","","","","0.0","","1","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-03","2024","01","03","","1.3","","-5.7","","-2.2","","20.2","","0.0","","","","","","1.1","","1","","33","","35",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-04","2024","01","04","","-5.7","","-18.1","","-11.9","","29.9","","0.0","","","","","","0.0","","2","","33","","41",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-05","2024","01","05","","-4.7","","-18.9","","-11.8","","29.8","","0.0","","","","","","0.1","","1","","36","","32",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-06","2024","01","06","","-8.8","","-16.7","","-12.8","","30.8","","0.0","","","","","","2.2","","2","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-07","2024","01","07","","-6.4","","-10.3","","-8.4","","26.4","","0.0","","","","","","3.2","","6","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-08","2024","01","08","","-3.6","","-8.5","","-6.0","","24.0","","0.0","","","","","","0.0","","7","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-09","2024","01","09","","0.2","","-8.9","","-4.3","","22.3","","0.0","","","","","","14.3","","6","","13","","49",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-10","2024","01","10","","3.7","","-7.4","","-1.9","","19.9","","0.0","","","","","","7.4","","12","","32","","36",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-11","2024","01","11","","-7.4","","-15.9","","-11.7","","29.7","","0.0","","","","","","0.0","","6","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-12","2024","01","12","","-5.2","","-20.5","","-12.8","","30.8","","0.0","","","","","","1.4","","5","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-13","2024","01","13","","0.4","","-6.0","","-2.8","","20.8","","0.0","","","","","","14.3","","22","","27","","53",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-14","2024","01","14","","-5.9","","-19.9","","-12.9","","30.9","","0.0","","","","","","0.6","","24","","25","","56",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-15","2024","01","15","","-7.4","","-20.9","","-14.1","","32.1","","0.0","","","","","","0.0","","21","","20","","33",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-16","2024","01","16","","-9.6","","-20.0","","-14.8","","32.8","","0.0","","","","","","2.1","","20","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-17","2024","01","17","","-10.8","","-22.8","","-16.8","","34.8","","0.0","","","","","","0.0","","22","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-18","2024","01","18","","-8.6","","-19.6","","-14.1","","32.1","","0.0","","","","","","0.0","","22","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-19","2024","01","19","","-13.8","","-24.9","","-19.3","","37.3","","0.0","","","","","","0.0","","22","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-20","2024","01","20","","-12.4","","-16.5","","-14.4","","32.4","","0.0","","","","","","0.0","","22","","36","","34",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-21","2024","01","21","","-9.1","","-17.2","","-13.1","","31.1","","0.0","","","","","","0.0","","21","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-22","2024","01","22","","-2.4","","-10.7","","-6.5","","24.5","","0.0","","","","","","0.0","","21","","20","","37",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-23","2024","01","23","","-2.4","","-14.0","","-8.2","","26.2","","0.0","","","","","","0.0","","20","","36","","33",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-24","2024","01","24","","-4.6","","-12.7","","-8.6","","26.6","","0.0","","","","","","0.7","","20","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-25","2024","01","25","","0.1","","-5.1","","-2.5","","20.5","","0.0","","","","","","0.0","","20","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-26","2024","01","26","","1.9","","-2.0","","-0.1","","18.1","","0.0","","","","","","0.0","","20","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-27","2024","01","27","","1.3","","-2.3","","-0.5","","18.5","","0.0","","","","","","0.0","","19","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-28","2024","01","28","","1.7","","-2.3","","-0.3","","18.3","","0.0","","","","","","0.0","","19","","2","","31",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-29","2024","01","29","","-1.2","","-12.1","","-6.7","","24.7","","0.0","","","","","","0.0","","18","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-30","2024","01","30","","-2.4","","-14.1","","-8.3","","26.3","","0.0","","","","","","0.0","","18","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-01-31","2024","01","31","","0.8","","-6.2","","-2.7","","20.7","","0.0","","","","","","0.0","","18","","","","",""
"-75.99","46.27","MANIWAKI AIRPORT","7034482","2024-02-01","2024","02","01","","2.2","","-0.6","","0.8","","17.2","","0.0","","","","","","1.6","","18","","","","",""
