date,reservoir_id,level_m,median_m,hist_high_m,hist_high_year,hist_low_m,hist_low_year
1990-09-06,cabonga,359.12,359.83,360.89,1951,357.59,1929
1990-09-06,des_joachims,152.27,152.17,152.34,1968,151.03,1955
1990-09-06,dozois,344.89,343.83,346.21,1965,341.72,2005
1990-09-06,kiamika,269.18,267.89,270.05,1959,265.48,1956
1990-09-06,kipawa,269.47,269.47,269.95,1963,269.08,2010
1990-09-06,lady_evelyn,288.98,289.07,289.53,1951,287.87,1987
1990-09-06,mitchinamecus,380.43,379.11,382.89,1952,375.76,1982
1990-09-06,poisson_blanc,200.3,200.07,201.58,1973,196.22,1978
1990-09-06,quinze,263.13,262.94,263.48,1973,261.24,1962
1990-09-06,rapide_7,309.18,309.0,309.32,1991,308.52,2005
1990-09-06,timiskaming,179.18,178.95,179.44,2018,178.62,1987
1990-09-07,bark_lake,313.41,313.66,313.91,1956,310.72,1962
1990-09-07,baskatong,221.45,220.93,222.64,1984,217.39,1982
1990-09-07,cabonga,359.1,359.83,360.9,1951,357.62,1929
1990-09-07,des_joachims,152.25,152.16,152.34,1970,151.12,1955
1990-09-07,dozois,344.85,343.83,346.2,1965,341.67,2005
1990-09-07,kiamika,269.16,267.86,270.04,1959,265.51,1956
1990-09-07,kipawa,269.45,269.46,269.95,1963,269.08,2010
1990-09-07,lady_evelyn,288.98,289.07,289.53,1951,287.87,1987
1990-09-07,mitchinamecus,380.41,379.11,382.92,1958,375.8,1982
1990-09-07,poisson_blanc,200.29,200.04,201.58,1973,196.14,1978
1990-09-07,quinze,263.12,262.94,263.47,1973,261.21,1962
1990-09-07,rapide_7,309.19,309.01,309.31,1991,308.51,2005
1990-09-07,timiskaming,179.22,178.95,179.45,2018,178.63,1987
1990-09-08,bark_lake,313.38,313.66,313.88,1956,310.66,1962
1990-09-08,baskatong,221.41,220.89,222.62,1984,217.41,1982
1990-09-08,cabonga,359.07,359.82,360.9,1951,357.62,1929
1990-09-08,des_joachims,152.21,152.16,152.34,1956,151.24,1958
1990-09-08,dozois,344.84,343.82,346.17,1965,341.63,2005
1990-09-08,kiamika,269.13,267.82,270.03,1959,265.54,1956
1990-09-08,kipawa,269.45,269.46,269.95,1963,269.07,2010
1990-09-08,lady_evelyn,288.98,289.07,289.53,1951,287.85,1987
1990-09-08,mitchinamecus,380.42,379.11,382.95,1958,375.83,1982
1990-09-08,poisson_blanc,200.22,200.01,201.58,1973,197.06,1978
1990-09-08,quinze,263.09,262.94,263.48,1973,261.22,1962
1990-09-08,rapide_7,309.18,309.02,309.31,1991,308.49,2005
1990-09-08,timiskaming,179.14,178.94,179.39,2018,178.64,1989
1990-09-09,bark_lake,313.35,313.66,313.85,1956,310.62,1962
1990-09-09,baskatong,221.38,220.85,222.61,1984,217.43,1982
1990-09-09,cabonga,359.06,359.81,360.9,1951,357.62,1929
1990-09-09,des_joachims,152.3,152.16,152.34,1967,151.3,1952
1990-09-09,dozois,344.83,343.8,346.16,1965,341.58,2005
1990-09-09,kiamika,269.1,267.79,270.02,1959,265.57,1956
1990-09-09,kipawa,269.45,269.46,269.94,1963,269.06,2010
1990-09-09,lady_evelyn,288.97,289.07,289.53,1951,287.85,1987
1990-09-09,mitchinamecus,380.39,379.06,382.95,1958,375.85,1982
1990-09-09,poisson_blanc,200.16,199.97,201.58,1973,198.02,1975
1990-09-09,quinze,263.07,262.93,263.48,1973,261.24,1962
1990-09-09,rapide_7,309.2,309.03,309.31,1991,308.48,2005
1990-09-09,timiskaming,179.1,178.94,179.31,2018,178.65,1987
1990-09-10,bark_lake,313.33,313.65,313.88,1993,310.57,1962
1990-09-10,baskatong,221.37,220.81,222.59,1984,217.46,1982
1990-09-10,cabonga,359.04,359.8,360.9,1951,357.63,1929
1990-09-10,des_joachims,152.21,152.16,152.34,1970,151.18,1952
1990-09-10,dozois,344.8,343.78,346.14,1965,341.54,2005
1990-09-10,kiamika,269.07,267.75,270.0,1959,265.6,1956
1990-09-10,kipawa,269.45,269.44,269.94,1963,269.05,2010
1990-09-10,lady_evelyn,288.97,289.07,289.53,1951,287.89,1987
1990-09-10,mitchinamecus,380.39,379.02,382.98,1958,375.88,1982
1990-09-10,poisson_blanc,200.11,199.9,201.59,1973,198.02,1975
1990-09-10,quinze,263.06,262.93,263.48,1973,261.21,1962
1990-09-10,rapide_7,309.18,309.04,309.27,1991,308.46,2005
1990-09-10,timiskaming,179.12,178.94,179.31,1993,178.64,1987
1990-09-11,bark_lake,313.33,313.65,313.87,1993,310.53,1962
1990-09-11,baskatong,221.33,220.77,222.56,1988,217.44,1982
1990-09-11,cabonga,359.02,359.79,360.91,1951,357.64,1929
1990-09-11,des_joachims,152.19,152.17,152.32,1981,151.0,1952
1990-09-11,dozois,344.77,343.76,346.11,1965,341.49,2005
1990-09-11,kiamika,269.06,267.72,269.99,1959,265.63,1956
1990-09-11,kipawa,269.44,269.44,269.92,1963,269.06,2010
1990-09-11,lady_evelyn,288.96,289.08,289.56,1951,287.89,1987
1990-09-11,mitchinamecus,380.39,378.97,383.04,1958,375.92,1982
1990-09-11,poisson_blanc,200.08,199.85,201.59,1973,195.84,1978
1990-09-11,quinze,263.04,262.92,263.48,1973,261.2,1962
1990-09-11,rapide_7,309.21,309.03,309.28,1991,308.43,2005
1990-09-11,timiskaming,179.1,178.95,179.32,1993,178.64,1987
1990-09-12,bark_lake,313.31,313.66,313.86,1993,310.48,1962
1990-09-12,baskatong,221.31,220.74,222.53,1988,217.4,1982
1990-09-12,cabonga,359.01,359.79,360.91,1951,357.64,1929
1990-09-12,des_joachims,152.2,152.17,152.34,1957,150.88,1952
1990-09-12,dozois,344.73,343.74,346.08,1965,341.45,2005
1990-09-12,kiamika,269.03,267.69,269.98,1959,265.66,1956
1990-09-12,kipawa,269.45,269.43,269.91,1963,269.06,2010
1990-09-12,lady_evelyn,288.93,289.07,289.56,1951,287.89,1987
1990-09-12,mitchinamecus,380.38,378.93,383.04,1958,375.94,1982
1990-09-12,poisson_blanc,200.02,199.81,201.6,1973,195.77,1978
1990-09-12,quinze,263.03,262.91,263.47,1973,261.21,1962
1990-09-12,rapide_7,309.18,309.01,309.29,1992,308.42,2005
1990-09-12,timiskaming,179.08,178.94,179.26,1993,178.63,1989
1990-09-13,bark_lake,313.31,313.67,313.85,1993,310.43,1962
1990-09-13,baskatong,221.27,220.7,222.52,1988,217.36,1982
1990-09-13,cabonga,358.99,359.79,360.91,1951,357.66,1929
1990-09-13,des_joachims,152.2,152.17,152.34,1969,150.94,1952
1990-09-13,dozois,344.71,343.71,346.06,1965,341.42,2005
1990-09-13,kiamika,269.01,267.66,269.96,1959,265.69,1956
1990-09-13,kipawa,269.44,269.43,269.91,1963,269.05,2010
1990-09-13,lady_evelyn,288.95,289.07,289.56,1951,287.9,1987
1990-09-13,mitchinamecus,380.38,378.9,383.04,1958,375.96,1982
1990-09-13,poisson_blanc,199.99,199.78,201.59,1973,195.71,1978
1990-09-13,quinze,263.02,262.91,263.47,1973,261.22,1962
1990-09-13,rapide_7,309.19,309.02,309.29,1992,308.39,2005
1990-09-13,timiskaming,179.08,178.95,179.26,1993,178.64,1987
1990-09-14,bark_lake,313.3,313.67,313.83,1984,310.42,1962
1990-09-14,baskatong,221.24,220.68,222.49,1988,217.31,1982
1990-09-14,cabonga,359.0,359.8,360.92,1951,357.66,1929
1990-09-14,des_joachims,152.22,152.17,152.34,1956,151.09,1952
1990-09-14,dozois,344.69,343.69,346.02,1965,341.39,2005
1990-09-14,kiamika,268.98,267.65,269.95,1959,265.72,1956
1990-09-14,kipawa,269.44,269.42,269.91,1963,269.04,2010
1990-09-14,lady_evelyn,288.93,289.06,289.53,1951,287.91,1971
1990-09-14,mitchinamecus,380.37,378.87,383.04,1958,375.98,1982
1990-09-14,poisson_blanc,199.91,199.74,201.57,1973,195.64,1978
1990-09-14,quinze,263.0,262.9,263.46,1973,261.22,1962
1990-09-14,rapide_7,309.21,309.02,309.31,1997,308.36,2005
1990-09-14,timiskaming,179.07,178.95,179.31,1993,178.64,1989
1990-09-15,bark_lake,313.29,313.66,313.84,1984,310.36,1962
1990-09-15,baskatong,221.22,220.65,222.47,1988,217.26,1982
1990-09-15,cabonga,359.04,359.79,360.92,1951,357.67,1929
1990-09-15,des_joachims,152.22,152.17,152.37,1956,151.0,1952
1990-09-15,dozois,344.73,343.65,346.01,1965,341.36,2005
1990-09-15,kiamika,268.96,267.63,269.93,1959,265.76,1956
1990-09-15,kipawa,269.47,269.42,269.91,1963,269.04,2010
1990-09-15,lady_evelyn,288.93,289.05,289.5,1951,287.88,1971
1990-09-15,mitchinamecus,380.35,378.85,383.04,1958,376.04,1982
1990-09-15,poisson_blanc,199.85,199.69,201.55,1973,195.59,1978
1990-09-15,quinze,263.01,262.9,263.45,1973,261.23,1962
1990-09-15,rapide_7,309.28,309.02,309.32,1997,308.34,2005
1990-09-15,timiskaming,179.13,178.94,179.41,1993,178.63,1987
1990-09-16,bark_lake,313.28,313.65,313.85,1984,310.31,1962
1990-09-16,baskatong,221.2,220.62,222.44,1988,217.2,1982
