date,reservoir_id,level_m,median_m,hist_high_m,hist_high_year,hist_low_m,hist_low_year
2015-07-03,kipawa,269.51,269.52,269.95,1963,269.26,2010
2015-07-03,lady_evelyn,289.08,289.14,289.59,1957,287.74,1987
2015-07-03,mitchinamecus,379.17,380.78,382.89,1958,376.55,1956
2015-07-03,poisson_blanc,200.93,201.08,201.78,1972,200.11,1987
2015-07-03,quinze,263.09,263.22,263.56,1970,262.09,1955
2015-07-03,rapide_7,309.21,309.14,309.44,1994,308.73,2010
2015-07-03,timiskaming,179.19,179.26,179.52,1996,178.98,2013
2015-07-04,bark_lake,313.77,313.74,313.89,1956,311.77,1999
2015-07-04,baskatong,221.56,221.66,222.98,1974,219.55,1987
2015-07-04,cabonga,359.97,360.37,360.99,1951,357.77,1963
2015-07-04,des_joachims,152.14,152.18,152.4,1973,151.46,1960
2015-07-04,dozois,344.68,344.84,345.93,1960,342.86,2010
2015-07-04,kiamika,267.93,269.06,270.06,1976,264.29,1956
2015-07-04,kipawa,269.51,269.53,269.94,1965,269.26,2010
2015-07-04,lady_evelyn,289.06,289.15,289.59,1957,287.75,1987
2015-07-04,mitchinamecus,379.16,380.78,382.92,1958,376.58,1956
2015-07-04,poisson_blanc,200.94,201.06,201.71,1972,200.16,1987
2015-07-04,quinze,263.09,263.23,263.56,1994,262.13,1955
2015-07-04,rapide_7,309.21,309.13,309.43,1994,308.73,2010
2015-07-04,timiskaming,179.2,179.26,179.54,1996,178.96,2010
2015-07-05,bark_lake,313.79,313.74,313.9,1952,311.8,1999
2015-07-05,baskatong,221.57,221.65,222.94,1974,219.57,1987
2015-07-05,cabonga,359.97,360.37,360.99,1960,357.76,1963
2015-07-05,des_joachims,152.15,152.17,152.4,1951,151.46,1960
2015-07-05,dozois,344.69,344.83,345.97,1960,342.85,2010
2015-07-05,kiamika,267.92,269.06,270.08,1976,264.23,1956
2015-07-05,kipawa,269.51,269.53,269.96,1965,269.26,2010
2015-07-05,lady_evelyn,289.06,289.16,289.59,1957,287.76,1987
2015-07-05,mitchinamecus,379.16,380.78,382.92,1958,376.58,1956
2015-07-05,poisson_blanc,200.95,201.06,201.74,1976,200.2,1992
2015-07-05,quinze,263.08,263.24,263.58,1994,262.16,1955
2015-07-05,rapide_7,309.22,309.14,309.41,1994,308.73,2010
2015-07-05,timiskaming,179.2,179.26,179.52,1996,178.95,2010
2015-07-06,bark_lake,313.8,313.74,313.92,1952,311.82,1999
2015-07-06,baskatong,221.57,221.64,222.91,1974,219.59,1987
2015-07-06,cabonga,359.97,360.37,361.02,1960,357.76,1963
2015-07-06,des_joachims,152.17,152.15,152.4,1970,151.49,1960
2015-07-06,dozois,344.68,344.82,345.97,1960,342.83,2010
2015-07-06,kiamika,267.92,269.06,270.09,1976,264.17,1956
2015-07-06,kipawa,269.5,269.52,269.96,1965,269.27,2010
2015-07-06,lady_evelyn,289.06,289.16,289.62,1957,287.76,1987
2015-07-06,mitchinamecus,379.15,380.77,382.92,1958,376.61,1956
2015-07-06,poisson_blanc,200.96,201.07,201.83,1976,200.2,1992
2015-07-06,quinze,263.07,263.24,263.58,1970,262.2,1955
2015-07-06,rapide_7,309.21,309.14,309.43,1990,308.74,2010
2015-07-06,timiskaming,179.18,179.26,179.48,1996,178.95,2010
2015-07-07,bark_lake,313.79,313.74,313.88,1956,311.84,1999
2015-07-07,baskatong,221.59,221.65,222.88,1974,219.59,1987
2015-07-07,cabonga,360.0,360.37,361.02,1960,357.76,1963
2015-07-07,des_joachims,152.16,152.14,152.43,1950,151.55,1960
2015-07-07,dozois,344.68,344.8,345.97,1960,342.82,2010
2015-07-07,kiamika,267.92,269.06,270.09,1976,264.11,1956
2015-07-07,kipawa,269.52,269.52,269.93,1965,269.27,2010
2015-07-07,lady_evelyn,289.07,289.16,289.62,1957,287.76,1987
2015-07-07,mitchinamecus,379.17,380.77,382.92,1958,376.61,1956
2015-07-07,poisson_blanc,200.97,201.07,201.89,1976,200.2,1992
2015-07-07,quinze,263.08,263.24,263.57,1970,262.23,1955
2015-07-07,rapide_7,309.22,309.14,309.46,1990,308.75,2010
2015-07-07,timiskaming,179.23,179.26,179.45,1996,178.95,2010
2015-07-08,bark_lake,313.79,313.73,313.89,1956,311.85,1999
2015-07-08,baskatong,221.61,221.63,222.85,1974,219.59,1987
2015-07-08,cabonga,359.99,360.37,361.0,1960,357.76,1963
2015-07-08,des_joachims,152.09,152.15,152.46,1950,151.58,1960
2015-07-08,dozois,344.68,344.79,345.96,1960,342.8,2010
2015-07-08,kiamika,267.91,269.06,270.08,1976,264.02,1956
2015-07-08,kipawa,269.53,269.53,269.92,1963,269.27,2010
2015-07-08,lady_evelyn,289.07,289.15,289.62,1957,287.76,1987
2015-07-08,mitchinamecus,379.17,380.76,382.89,1958,376.64,1956
2015-07-08,poisson_blanc,200.96,201.06,201.89,1976,200.18,1992
2015-07-08,quinze,263.08,263.23,263.58,1970,262.23,1955
2015-07-08,rapide_7,309.22,309.14,309.49,1990,308.74,2010
2015-07-08,timiskaming,179.25,179.26,179.46,2004,178.97,2010
2015-07-09,bark_lake,313.77,313.73,313.91,1956,311.87,1999
2015-07-09,baskatong,221.65,221.62,222.86,1976,219.58,1987
2015-07-09,cabonga,359.99,360.37,360.98,1951,357.78,1963
2015-07-09,des_joachims,152.1,152.15,152.43,1950,151.61,1963
2015-07-09,dozois,344.66,344.78,345.96,1960,342.79,2010
2015-07-09,kiamika,267.9,269.05,270.06,1976,263.96,1956
2015-07-09,kipawa,269.53,269.52,269.92,1963,269.27,2010
2015-07-09,lady_evelyn,289.07,289.15,289.5,1951,287.79,1987
2015-07-09,mitchinamecus,379.17,380.75,382.89,1958,376.67,1956
2015-07-09,poisson_blanc,200.96,201.06,201.86,1976,200.19,1992
2015-07-09,quinze,263.07,263.23,263.57,1970,262.25,1955
2015-07-09,rapide_7,309.22,309.13,309.43,1990,308.75,2010
2015-07-09,timiskaming,179.24,179.26,179.45,2004,178.97,2010
2015-07-10,bark_lake,313.76,313.73,313.92,1956,311.89,1999
2015-07-10,baskatong,221.67,221.63,222.9,1976,219.59,1987
2015-07-10,cabonga,359.99,360.37,360.98,1951,357.78,1963
2015-07-10,des_joachims,152.1,152.16,152.4,1970,151.36,1962
2015-07-10,dozois,344.66,344.77,345.96,1960,342.8,2010
2015-07-10,kiamika,267.89,269.05,270.04,1976,263.9,1956
2015-07-10,kipawa,269.53,269.52,269.92,1963,269.29,2010
2015-07-10,lady_evelyn,289.08,289.15,289.47,1951,287.79,1987
2015-07-10,mitchinamecus,379.17,380.73,382.89,1958,376.7,1956
2015-07-10,poisson_blanc,200.96,201.07,201.82,1976,200.21,2010
2015-07-10,quinze,263.06,263.22,263.56,1970,262.27,1955
2015-07-10,rapide_7,309.22,309.13,309.45,1990,308.75,2010
2015-07-10,timiskaming,179.23,179.26,179.48,2004,178.99,2010
2015-07-11,bark_lake,313.77,313.74,313.93,1967,311.93,1999
2015-07-11,baskatong,221.68,221.64,222.9,1976,219.57,1987
2015-07-11,cabonga,359.99,360.36,360.99,1951,357.78,1963
2015-07-11,des_joachims,152.12,152.17,152.4,1974,151.42,1955
2015-07-11,dozois,344.64,344.76,345.95,1960,342.79,2010
2015-07-11,kiamika,267.88,269.04,270.02,1974,263.8,1956
2015-07-11,kipawa,269.53,269.53,269.92,1963,269.28,2010
2015-07-11,lady_evelyn,289.06,289.14,289.5,1972,287.79,1987
2015-07-11,mitchinamecus,379.16,380.73,382.86,1958,376.76,1956
2015-07-11,poisson_blanc,200.96,201.05,201.75,1964,200.17,1995
2015-07-11,quinze,263.05,263.21,263.55,1970,262.26,1955
2015-07-11,rapide_7,309.23,309.14,309.47,1990,308.75,2010
2015-07-11,timiskaming,179.23,179.26,179.46,2004,178.99,2010
2015-07-12,bark_lake,313.79,313.74,313.93,1967,311.96,1999
2015-07-12,baskatong,221.7,221.64,222.91,1976,219.6,1987
2015-07-12,cabonga,359.99,360.35,360.99,1951,357.76,1963
2015-07-12,des_joachims,152.11,152.17,152.4,1958,151.18,1955
2015-07-12,dozois,344.64,344.74,345.94,1960,342.79,2010
2015-07-12,kiamika,267.87,269.03,270.0,1957,263.8,1956
2015-07-12,kipawa,269.53,269.52,269.93,1963,269.28,2010
2015-07-12,lady_evelyn,289.07,289.14,289.47,1969,287.79,1987
2015-07-12,mitchinamecus,379.16,380.73,382.92,1958,376.82,1956
2015-07-12,poisson_blanc,200.96,201.02,201.75,1964,200.17,1995
2015-07-12,quinze,263.04,263.21,263.52,1970,262.23,1962
2015-07-12,rapide_7,309.23,309.14,309.44,1990,308.75,2010
2015-07-12,timiskaming,179.24,179.24,179.42,2004,178.96,2010
2015-07-13,bark_lake,313.79,313.75,313.93,1967,311.98,1999
2015-07-13,baskatong,221.7,221.63,222.93,1976,219.59,1987
2015-07-13,cabonga,359.98,360.34,361.0,1952,357.74,1963
2015-07-13,des_joachims,152.13,152.18,152.4,1970,151.21,1955
2015-07-13,dozois,344.62,344.72,345.94,1960,342.8,2010
2015-07-13,kiamika,267.86,269.02,270.01,1957,263.9,1956
2015-07-13,kipawa,269.53,269.52,269.93,1963,269.28,2010
2015-07-13,lady_evelyn,289.06,289.13,289.47,1969,287.81,1987
2015-07-13,mitchinamecus,379.14,380.72,382.95,1958,376.91,1956
2015-07-13,poisson_blanc,200.95,201.02,201.76,1964,200.16,1995
2015-07-13,quinze,263.02,263.21,263.49,1970,262.21,1962
2015-07-13,rapide_7,309.23,309.14,309.44,1990,308.75,2010
2015-07-13,timiskaming,179.22,179.24,179.41,1990,178.98,2010
2015-07-14,bark_lake,313.77,313.76,313.9,1951,312.01,1955
2015-07-14,baskatong,221.7,221.63,222.99,1976,219.57,1987
2015-07-14,cabonga,359.98,360.34,361.0,1952,357.75,1963
2015-07-14,des_joachims,152.12,152.18,152.4,1950,151.39,1955
2015-07-14,dozois,344.62,344.7,345.91,1960,342.83,2010
2015-07-14,kiamika,267.87,269.03,270.01,1957,263.9,1956
2015-07-14,kipawa,269.54,269.53,269.93,1963,269.28,2010
2015-07-14,lady_evelyn,289.05,289.13,289.5,1954,287.79,1987
2015-07-14,mitchinamecus,379.16,380.71,382.95,1958,376.97,1956
2015-07-14,poisson_blanc,200.97,201.0,201.75,1964,200.15,1995
2015-07-14,quinze,263.01,263.21,263.47,1970,262.16,1962
2015-07-14,rapide_7,309.23,309.13,309.42,1990,308.75,2010
2015-07-14,timiskaming,179.25,179.23,179.4,2003,179.01,2008
2015-07-15,bark_lake,313.73,313.75,313.91,1956,311.99,1955
2015-07-15,baskatong,221.71,221.62,223.03,1976,219.55,1987
2015-07-15,cabonga,359.98,360.33,361.0,1952,357.75,1963
2015-07-15,des_joachims,152.16,152.18,152.4,1950,151.39,1963
2015-07-15,dozois,344.59,344.68,345.92,1976,342.83,2010
2015-07-15,kiamika,267.86,269.03,270.0,1957,263.93,1956
2015-07-15,kipawa,269.52,269.53,269.93,1963,269.28,2010
2015-07-15,lady_evelyn,289.05,289.12,289.5,1970,287.81,1987
2015-07-15,mitchinamecus,379.13,380.66,382.95,1958,377.04,1956
2015-07-15,poisson_blanc,200.95,200.98,201.73,1964,200.14,1995
2015-07-15,quinze,263.0,263.2,263.45,1970,262.12,1962
2015-07-15,rapide_7,309.22,309.12,309.46,1990,308.76,2010
2015-07-15,timiskaming,179.23,179.23,179.38,1996,179.02,2010
2015-07-16,bark_lake,313.7,313.75,313.93,1961,311.98,1955
2015-07-16,baskatong,221.71,221.62,223.03,1976,219.55,1987
2015-07-16,cabonga,359.98,360.32,361.02,1952,357.76,1963
2015-07-16,des_joachims,152.13,152.18,152.4,1950,151.3,1963
2015-07-16,dozois,344.58,344.65,345.92,1960,342.83,2010
2015-07-16,kiamika,267.84,269.02,269.99,1957,263.99,1956
2015-07-16,kipawa,269.52,269.53,269.93,1963,269.29,2010
2015-07-16,lady_evelyn,289.06,289.13,289.47,1954,287.81,1987
2015-07-16,mitchinamecus,379.12,380.64,382.95,1958,377.08,1963
2015-07-16,poisson_blanc,200.94,200.96,201.72,1964,200.12,1980
2015-07-16,quinze,262.98,263.19,263.44,1976,262.1,1962
2015-07-16,rapide_7,309.21,309.12,309.4,1990,308.77,2010
2015-07-16,timiskaming,179.17,179.22,179.4,2014,178.99,2010
2015-07-17,bark_lake,313.7,313.75,313.94,1961,312.0,1955
2015-07-17,baskatong,221.69,221.62,223.03,1976,219.54,1987
2015-07-17,cabonga,359.97,360.31,361.03,1952,357.78,1963
2015-07-17,des_joachims,152.14,152.18,152.4,1950,151.33,1952
2015-07-17,dozois,344.57,344.63,345.91,1960,342.83,2010
2015-07-17,kiamika,267.83,269.0,269.97,1957,264.05,1956
2015-07-17,kipawa,269.52,269.53,269.93,1963,269.27,2010
2015-07-17,lady_evelyn,289.07,289.13,289.47,1954,287.81,1987
2015-07-17,mitchinamecus,379.11,380.64,382.95,1958,377.1,1963
2015-07-17,poisson_blanc,200.94,200.96,201.72,1973,200.1,1980
2015-07-17,quinze,262.98,263.18,263.48,1956,262.08,1962
2015-07-17,rapide_7,309.19,309.12,309.49,1990,308.76,2010
2015-07-17,timiskaming,179.15,179.22,179.42,2014,178.99,2010
2015-07-18,bark_lake,313.72,313.75,313.93,1961,312.0,1955
2015-07-18,baskatong,221.68,221.61,223.03,1976,219.51,1987
2015-07-18,cabonga,359.97,360.29,361.03,1952,357.78,1963
2015-07-18,des_joachims,152.14,152.19,152.43,1950,151.18,1952
2015-07-18,dozois,344.54,344.61,345.91,1960,342.83,2010
2015-07-18,kiamika,267.83,268.98,269.96,1974,264.08,1956
2015-07-18,kipawa,269.52,269.53,269.93,1963,269.26,2010
2015-07-18,lady_evelyn,289.06,289.12,289.47,1954,287.82,1987
2015-07-18,mitchinamecus,379.1,380.63,382.92,1958,377.11,1963
2015-07-18,poisson_blanc,200.93,200.94,201.72,1973,200.1,1980
2015-07-18,quinze,262.98,263.19,263.48,1996,262.03,1962
2015-07-18,rapide_7,309.16,309.11,309.41,1990,308.75,2010
2015-07-18,timiskaming,179.16,179.22,179.46,1996,179.01,2010
2015-07-19,bark_lake,313.72,313.75,313.94,1961,312.0,1955
2015-07-19,baskatong,221.66,221.6,223.04,1976,219.53,1987
2015-07-19,cabonga,359.98,360.28,361.03,1952,357.79,1963
2015-07-19,des_joachims,152.11,152.19,152.43,1950,150.97,1952
2015-07-19,dozois,344.52,344.58,345.91,1960,342.84,2010
2015-07-19,kiamika,267.82,268.97,269.95,1957,264.11,1956
2015-07-19,kipawa,269.51,269.53,269.93,1963,269.27,2010
2015-07-19,lady_evelyn,289.07,289.12,289.47,1954,287.83,1987
2015-07-19,mitchinamecus,379.08,380.61,382.92,1958,377.13,1963
2015-07-19,poisson_blanc,200.96,200.94,201.75,1972,200.11,1980
2015-07-19,quinze,262.97,263.19,263.49,1996,261.99,1962
2015-07-19,rapide_7,309.13,309.1,309.44,1990,308.75,2010
2015-07-19,timiskaming,179.17,179.22,179.5,1996,179.03,2010
2015-07-20,bark_lake,313.72,313.74,313.94,1961,311.99,1955
2015-07-20,baskatong,221.64,221.57,223.04,1976,219.51,1987
2015-07-20,cabonga,359.98,360.26,361.03,1952,357.79,1963
2015-07-20,des_joachims,152.13,152.19,152.4,1950,150.97,1952
2015-07-20,dozois,344.51,344.56,345.93,1960,342.83,2010
2015-07-20,kiamika,267.81,268.96,269.97,1961,264.14,1956
2015-07-20,kipawa,269.51,269.52,269.92,1963,269.27,2010
2015-07-20,lady_evelyn,289.06,289.12,289.47,1957,287.82,1987
2015-07-20,mitchinamecus,379.07,380.6,382.92,1958,377.13,1963
2015-07-20,poisson_blanc,200.93,200.93,201.82,1972,200.09,1978
2015-07-20,quinze,262.96,263.21,263.51,1996,261.95,1962
2015-07-20,rapide_7,309.12,309.1,309.4,1990,308.73,2010
2015-07-20,timiskaming,179.17,179.24,179.58,1996,179.03,2010
2015-07-21,bark_lake,313.72,313.74,313.95,1970,311.97,1955
2015-07-21,baskatong,221.65,221.55,223.04,1976,219.48,1987
2015-07-21,cabonga,359.98,360.25,361.03,1952,357.79,1963
2015-07-21,des_joachims,152.14,152.19,152.4,1950,151.18,1952
2015-07-21,dozois,344.5,344.53,345.96,1960,342.85,2010
2015-07-21,kiamika,267.8,268.94,269.99,1961,264.14,1956
2015-07-21,kipawa,269.52,269.52,269.92,1963,269.27,2010
2015-07-21,lady_evelyn,289.05,289.11,289.47,1957,287.84,1987
2015-07-21,mitchinamecus,379.07,380.58,382.92,1958,377.14,1963
2015-07-21,poisson_blanc,200.9,200.92,201.88,1972,199.92,1978
2015-07-21,quinze,262.97,263.22,263.49,1996,261.91,1962
2015-07-21,rapide_7,309.12,309.09,309.43,1990,308.73,2010
2015-07-21,timiskaming,179.21,179.24,179.5,1996,179.01,2010
2015-07-22,bark_lake,313.7,313.74,314.0,1970,311.96,1955
2015-07-22,baskatong,221.63,221.54,223.04,1976,219.44,1987
2015-07-22,cabonga,359.98,360.23,361.03,1952,357.79,1963
2015-07-22,des_joachims,152.12,152.19,152.43,1950,151.21,1952
2015-07-22,dozois,344.47,344.5,345.99,1960,342.86,2010
2015-07-22,kiamika,267.79,268.91,270.0,1961,264.17,1956
2015-07-22,kipawa,269.51,269.52,269.92,1963,269.26,2010
2015-07-22,lady_evelyn,289.04,289.11,289.47,1957,287.84,1987
2015-07-22,mitchinamecus,379.06,380.56,382.92,1958,377.16,1963
2015-07-22,poisson_blanc,200.87,200.89,201.92,1972,199.85,1978
2015-07-22,quinze,262.95,263.22,263.48,1996,261.86,1962
2015-07-22,rapide_7,309.12,309.07,309.42,1990,308.73,2010
2015-07-22,timiskaming,179.21,179.23,179.41,1996,179.03,2010
2015-07-23,bark_lake,313.69,313.74,313.96,1970,311.95,1955
2015-07-23,baskatong,221.63,221.53,223.04,1976,219.41,1987
2015-07-23,cabonga,359.97,360.23,361.01,1952,357.79,1963
2015-07-23,des_joachims,152.17,152.2,152.46,1950,151.18,1952
2015-07-23,dozois,344.45,344.48,345.99,1960,342.87,2010
2015-07-23,kiamika,267.78,268.88,270.09,1972,264.17,1956
2015-07-23,kipawa,269.51,269.52,269.93,1970,269.27,2010
2015-07-23,lady_evelyn,289.04,289.11,289.5,1972,287.85,1987
2015-07-23,mitchinamecus,379.05,380.54,382.89,1958,377.17,1963
2015-07-23,poisson_blanc,200.83,200.88,201.96,1972,199.99,1975
2015-07-23,quinze,262.94,263.21,263.46,1996,261.86,1962
2015-07-23,rapide_7,309.11,309.06,309.44,1990,308.73,2010
2015-07-23,timiskaming,179.19,179.24,179.4,2000,179.04,2010
2015-07-24,bark_lake,313.69,313.74,313.96,1970,311.94,1955
2015-07-24,baskatong,221.63,221.53,223.04,1976,219.36,1987
2015-07-24,cabonga,359.96,360.22,360.98,1952,357.79,1963
2015-07-24,des_joachims,152.13,152.19,152.43,1950,151.12,1952
2015-07-24,dozois,344.44,344.46,345.95,1960,342.9,2010
2015-07-24,kiamika,267.77,268.85,270.09,1972,264.2,1956
2015-07-24,kipawa,269.52,269.52,269.93,1970,269.26,2010
2015-07-24,lady_evelyn,289.04,289.11,289.53,1972,287.87,1987
2015-07-24,mitchinamecus,379.04,380.52,382.89,1958,377.19,1963
2015-07-24,poisson_blanc,200.8,200.86,201.96,1972,199.93,1975
2015-07-24,quinze,262.92,263.21,263.43,1996,261.84,1962
2015-07-24,rapide_7,309.12,309.05,309.43,1990,308.74,2010
2015-07-24,timiskaming,179.19,179.24,179.37,1989,179.01,1988
2015-07-25,bark_lake,313.69,313.74,313.93,1961,311.92,1955
2015-07-25,baskatong,221.64,221.53,223.04,1976,219.35,1987
2015-07-25,cabonga,359.97,360.22,360.97,1952,357.8,1963
2015-07-25,des_joachims,152.15,152.18,152.4,1970,151.09,1952
2015-07-25,dozois,344.41,344.44,345.94,1970,342.88,2010
2015-07-25,kiamika,267.75,268.82,270.1,1972,264.23,1956
2015-07-25,kipawa,269.53,269.52,269.92,1963,269.24,2010
2015-07-25,lady_evelyn,289.04,289.11,289.56,1972,287.87,1987
2015-07-25,mitchinamecus,379.03,380.5,382.86,1958,377.2,1963
2015-07-25,poisson_blanc,200.79,200.86,201.96,1972,199.38,1978
2015-07-25,quinze,262.91,263.2,263.42,1970,261.82,1962
2015-07-25,rapide_7,309.12,309.05,309.42,1990,308.73,2010
2015-07-25,timiskaming,179.18,179.24,179.36,1990,178.96,1988
2015-07-26,bark_lake,313.71,313.74,313.94,1961,311.9,1955
2015-07-26,baskatong,221.64,221.52,223.05,1976,219.38,1987
2015-07-26,cabonga,359.96,360.21,360.95,1947,357.8,1963
2015-07-26,des_joachims,152.16,152.18,152.4,1950,151.06,1952
2015-07-26,dozois,344.4,344.41,345.95,1970,342.9,2010
2015-07-26,kiamika,267.75,268.79,270.1,1972,264.23,1956
2015-07-26,kipawa,269.53,269.52,269.92,1963,269.24,2010
2015-07-26,lady_evelyn,289.04,289.11,289.56,1972,287.87,1987
2015-07-26,mitchinamecus,379.03,380.48,382.86,1958,377.2,1963
2015-07-26,poisson_blanc,200.77,200.84,201.94,1972,199.33,1978
2015-07-26,quinze,262.9,263.2,263.43,1956,261.79,1962
2015-07-26,rapide_7,309.12,309.05,309.43,1990,308.73,2010
2015-07-26,timiskaming,179.18,179.24,179.36,1990,178.94,1988
2015-07-27,bark_lake,313.71,313.74,313.93,1957,311.87,1955
2015-07-27,baskatong,221.63,221.52,223.05,1976,219.36,1987
2015-07-27,cabonga,359.96,360.2,360.95,1947,357.8,1963
2015-07-27,des_joachims,152.14,152.18,152.46,1950,150.97,1952
2015-07-27,dozois,344.38,344.38,345.97,1970,342.9,2010
2015-07-27,kiamika,267.74,268.75,270.08,1972,264.26,1956
2015-07-27,kipawa,269.53,269.52,269.92,1970,269.25,2010
2015-07-27,lady_evelyn,289.04,289.11,289.59,1972,287.89,1987
2015-07-27,mitchinamecus,379.03,380.46,382.86,1958,377.23,1963
2015-07-27,poisson_blanc,200.74,200.82,201.89,1972,199.28,1978
2015-07-27,quinze,262.88,263.2,263.44,1970,261.75,1962
2015-07-27,rapide_7,309.12,309.03,309.39,1990,308.73,2010
2015-07-27,timiskaming,179.19,179.25,179.35,1996,178.95,1988
2015-07-28,bark_lake,313.7,313.74,313.94,1957,311.87,1955
2015-07-28,baskatong,221.63,221.5,223.09,1976,219.33,1987
2015-07-28,cabonga,359.96,360.19,360.95,1947,357.8,1963
2015-07-28,des_joachims,152.13,152.18,152.43,1950,151.03,1952
2015-07-28,dozois,344.36,344.36,345.96,1970,342.9,1998
2015-07-28,kiamika,267.72,268.72,269.96,1961,264.29,1956
2015-07-28,kipawa,269.53,269.51,269.92,1970,269.24,2010
2015-07-28,lady_evelyn,289.03,289.12,289.59,1972,287.89,1987
2015-07-28,mitchinamecus,379.03,380.43,382.86,1958,377.25,1963
2015-07-28,poisson_blanc,200.7,200.79,201.85,1972,199.24,1978
2015-07-28,quinze,262.86,263.2,263.46,1970,261.74,1962
2015-07-28,rapide_7,309.13,309.04,309.42,1990,308.72,2010
2015-07-28,timiskaming,179.19,179.24,179.35,2003,178.91,1988
2015-07-29,bark_lake,313.69,313.74,313.91,1957,311.83,1955
2015-07-29,baskatong,221.62,221.48,223.08,1976,219.31,1982
2015-07-29,cabonga,359.95,360.18,360.95,1947,357.8,1963
2015-07-29,des_joachims,152.14,152.17,152.4,1970,150.97,1952
2015-07-29,dozois,344.34,344.34,345.96,1960,342.85,2010
2015-07-29,kiamika,267.71,268.7,269.95,1961,264.32,1956
2015-07-29,kipawa,269.53,269.51,269.89,1963,269.2,2010
2015-07-29,lady_evelyn,289.04,289.12,289.56,1972,287.88,1987
2015-07-29,mitchinamecus,379.01,380.4,382.86,1958,377.26,1963
2015-07-29,poisson_blanc,200.66,200.77,201.85,1972,199.2,1978
2015-07-29,quinze,262.82,263.2,263.48,1979,261.73,1962
2015-07-29,rapide_7,309.13,309.04,309.39,1990,308.71,2010
2015-07-29,timiskaming,179.16,179.24,179.36,1997,178.88,1988
2015-07-30,bark_lake,313.68,313.74,313.9,1954,311.8,1955
2015-07-30,baskatong,221.61,221.47,223.07,1976,219.25,1982
2015-07-30,cabonga,359.95,360.17,360.95,1947,357.84,1963
2015-07-30,des_joachims,152.16,152.17,152.4,1970,150.91,1952
2015-07-30,dozois,344.31,344.32,345.99,1960,342.84,1998
2015-07-30,kiamika,267.7,268.68,269.94,1961,264.35,1956
2015-07-30,kipawa,269.53,269.51,269.89,1966,269.21,2010
2015-07-30,lady_evelyn,289.04,289.11,289.56,1972,287.87,1987
2015-07-30,mitchinamecus,379.01,380.36,382.89,1958,377.28,1963
2015-07-30,poisson_blanc,200.62,200.73,201.81,1970,199.71,1975
2015-07-30,quinze,262.81,263.19,263.49,1979,261.73,1962
2015-07-30,rapide_7,309.1,309.03,309.39,1990,308.7,2010
2015-07-30,timiskaming,179.17,179.24,179.39,2006,178.85,1988
2015-07-31,bark_lake,313.68,313.75,313.91,1961,311.79,1955
2015-07-31,baskatong,221.6,221.45,223.06,1976,219.19,1982
2015-07-31,cabonga,359.96,360.16,360.95,1947,357.81,1963
2015-07-31,des_joachims,152.17,152.17,152.4,1970,150.91,1952
2015-07-31,dozois,344.3,344.3,345.99,1960,342.82,1998
2015-07-31,kiamika,267.69,268.66,269.94,1973,264.38,1956
2015-07-31,kipawa,269.53,269.51,269.89,1966,269.22,2010
2015-07-31,lady_evelyn,289.02,289.11,289.56,1972,287.85,1987
2015-07-31,mitchinamecus,379.02,380.33,382.89,1958,377.29,1963
2015-07-31,poisson_blanc,200.61,200.69,201.77,1972,199.66,1975
2015-07-31,quinze,262.81,263.19,263.5,1979,261.76,1962
2015-07-31,rapide_7,309.07,309.04,309.35,1994,308.7,2010
2015-07-31,timiskaming,179.2,179.25,179.4,2011,178.84,1988
2015-08-01,bark_lake,313.68,313.75,313.92,1961,311.76,1955
2015-08-01,baskatong,221.59,221.44,223.05,1976,219.12,1982
2015-08-01,cabonga,359.95,360.15,360.95,1947,357.8,1963
2015-08-01,des_joachims,152.2,152.17,152.4,1950,151.03,1952
2015-08-01,dozois,344.29,344.28,345.96,1960,342.78,1998
2015-08-01,kiamika,267.68,268.64,269.93,1961,264.41,1956
2015-08-01,kipawa,269.53,269.51,269.89,1966,269.21,2010
2015-08-01,lady_evelyn,289.02,289.11,289.56,1972,287.87,1987
2015-08-01,mitchinamecus,379.02,380.29,382.89,1958,377.31,1963
2015-08-01,poisson_blanc,200.62,200.67,201.73,1972,199.09,1978
2015-08-01,quinze,262.81,263.19,263.48,1979,261.73,1962
2015-08-01,rapide_7,309.06,309.04,309.35,1990,308.7,2010
2015-08-01,timiskaming,179.2,179.24,179.38,2011,178.84,1988
2015-08-02,bark_lake,313.67,313.75,313.91,1961,311.75,1955
2015-08-02,baskatong,221.57,221.43,223.04,1976,219.06,1982
2015-08-02,cabonga,359.95,360.15,360.93,1933,357.8,1963
2015-08-02,des_joachims,152.2,152.18,152.4,1970,151.12,1955
2015-08-02,dozois,344.28,344.27,345.95,1960,342.74,1998
2015-08-02,kiamika,267.67,268.62,269.92,1961,264.41,1956
2015-08-02,kipawa,269.53,269.51,269.89,1966,269.21,2010
2015-08-02,lady_evelyn,289.05,289.11,289.5,1969,287.87,1987
2015-08-02,mitchinamecus,379.02,380.25,382.89,1958,377.31,1963
2015-08-02,poisson_blanc,200.63,200.63,201.73,1972,199.03,1978
2015-08-02,quinze,262.81,263.18,263.46,1979,261.72,1962
2015-08-02,rapide_7,309.04,309.05,309.34,1996,308.69,2010
2015-08-02,timiskaming,179.18,179.23,179.43,2011,178.77,1988
2015-08-03,bark_lake,313.68,313.74,313.9,1956,311.73,1955
2015-08-03,baskatong,221.58,221.43,223.04,1976,218.99,1982
2015-08-03,cabonga,359.97,360.14,360.93,1933,357.81,1963
